ID,Title,Author,Hardcover,Paperback,NOOK_Book,Audiobook,ISBN_13_DUMMY,ISBN_13,Series,Publisher,Publication_Date,Sales_rank,Pages,Product_dimensions
517.html,Discrete Mathematics / Edition 1,Douglas E. Ensley# J. Winston Crawley,$182.60 ,,,,9.78047E+12,978-0471476023,,Wiley,,"165,532",704,8.20(w) x 10.10(h) x 1.30(d)
518.html,More Debian 8 for Beginners,Ed Hurst,,,,,2.94015E+12,294-0151928649,,Ed Hurst,,"147,944",,
519.html,Picture Yourself Learning Corel PaintShop Pro X7,Diane Koers,,,,,9.78131E+12,978-1305506077,,Cengage Learning PTR,,"147,834",,
520.html,Photoshop CC For Dummies,Peter Bauer,,$23.45 ,$15.99 ,,9.78112E+12,978-1118645758,For Dummies Series,Wiley,,"155,007",448,7.30(w) x 9.00(h) x 0.90(d)
521.html,Exploring Arduino: Tools and Techniques for Engineering Wizardry,Jeremy Blum,,$23.95 ,$19.49 ,,9.78112E+12,978-1118549360,,Wiley,,"155,036",384,7.42(w) x 9.10(h) x 0.75(d)
522.html,Professional ASP.NET MVC 5,Jon Galloway# Brad Wilson# K. Scott Allen# David Matson,,$35.89 ,$25.99 ,,9.78112E+12,978-1118794753,,Wiley,,"155,236",624,7.30(w) x 9.20(h) x 1.30(d)
523.html,Marketing Automation For Dummies,Mathew Sweezey,,$19.68 ,$14.99 ,,9.78112E+12,978-1118772225,For Dummies Series,Wiley,,"155,255",312,7.30(w) x 9.10(h) x 0.70(d)
524.html,Mastering AutoCAD 2015 and AutoCAD LT 2015: Autodesk Official Press,George Omura# Brian C. Benton,,$49.19 ,$31.49 ,,9.78112E+12,978-1118862087,,Wiley,,"155,272",1080,7.40(w) x 9.20(h) x 2.10(d)
525.html,"Gray Hat Hacking The Ethical Hacker's Handbook, Fourth Edition",Daniel Regalado# Shon Harris# Allen Harper# Chris Eagle,,$38.17 ,$34.99 ,,9.78007E+12,978-0071832380,,McGraw-Hill Professional Publishing,,"155,284",656,7.30(w) x 9.00(h) x 1.50(d)
526.html,Microsoft Office Home and Student Edition 2013 All-in-One For Dummies,Peter Weverka,,$23.93 ,$15.99 ,,9.78112E+12,978-1118516379,For Dummies Series,Wiley,,"155,302",672,7.30(w) x 9.00(h) x 1.50(d)
527.html,"PHP, MySQL, JavaScript & HTML5 All-in-One For Dummies",Steve Suehring# Janet Valade,,$30.97 ,$25.99 ,,9.78112E+12,978-1118213704,For Dummies Series,Wiley,,"155,378",720,7.20(w) x 9.10(h) x 1.70(d)
528.html,Web Scraping with Python: Collecting Data from the Modern Web,Ryan Mitchell,,$30.09 ,$16.49 ,,9.78149E+12,978-1491910290,,"O'Reilly Media, Incorporated",,"155,756",256,7.00(w) x 9.10(h) x 0.70(d)
529.html,Insanely Simple: The Obsession That Drives Apple's Success,Ken Segall,$15.66 ,$12.42 ,$12.99 ,,9.78159E+12,978-1591846215,,Penguin Publishing Group,,"155,821",256,
530.html,Contractor's Guide to QuickBooks 2015,Karen Mitchell# Craig Savage,,,,,9.78157E+12,978-1572183049,,Craftsman Book Company,,"156,083",280,8.30(w) x 10.80(h) x 0.80(d)
531.html,File System Forensic Analysis,Brian Carrier,,,,,9.78032E+12,978-0321268174,,Addison-Wesley,,"156,182",600,7.00(w) x 9.10(h) x 1.30(d)
532.html,NOOKcolor For Dummies,Corey Sandler,,,,,9.78112E+12,978-1118057810,,Wiley,,"156,294",384,
533.html,Python Programming for Beginners: Python Programming Language Tutorial,Joseph Joyner,,$4.55 ,$4.49 ,,9.78163E+12,978-1633830394,,Speedy Publishing LLC,,"337,072",40,6.00(w) x 9.00(h) x 0.08(d)
534.html,Ti 84 Plus Calculator,Speedy Publishing,,,,,9.78163E+12,978-1634289146,,Speedy Publishing LLC,,"156,735",5,
535.html,Digital SLR Cameras and Photography For Dummies,David D. Busch,,$25.92 ,$15.99 ,,9.78112E+12,978-1118951293,,Wiley,,"261,503",352,7.30(w) x 9.00(h) x 0.70(d)
536.html,How Not To Use Your Smartphone,Rodney D. Cambridge,,,,,2.94003E+12,294-0033162017,,Rodney D. Cambridge,,"156,979",,
537.html,Spreadsheet Tools for Engineers Using Excel 2007 / Edition 1,Byron Gottfried,,$84.40 ,,,9.78007E+12,978-0073385860,,McGraw-Hill Professional Publishing,,"157,357",512,7.30(w) x 9.00(h) x 0.90(d)
538.html,"Bejeweled Games: Addict's Secret Tips, Tricks and More",Mark Williams,,,$2.99 ,,2.94002E+12,294-0016745039,,David Kanesky,,"157,742",,
539.html,CSS and Documents,Eric A. Meyer,,,,,9.78145E+12,978-1449358389,,"O'Reilly Media, Incorporated",,"157,802",19,
540.html,Super Mario: How Nintendo Conquered America,Jeff Ryan, ,$12.31 ,$12.99 , ,9.78159E+12,978-1591845638,,Penguin Publishing Group,,"215,745",320,
541.html,Samsung Galaxy S5 For Dummies,Bill Hughes,,$21.51 ,$12.99 ,,9.78112E+12,978-1118920268,For Dummies Series,Wiley,,"158,465",352,7.30(w) x 9.10(h) x 0.80(d)
542.html,"CCNA Routing and Switching Study Guide: Exams 100-101, 200-101, and 200-120",Todd Lammle,,$43.49 ,$31.49 ,,9.78112E+12,978-1118749616,,Wiley,,"158,578",1176,7.40(w) x 9.20(h) x 2.40(d)
543.html,Nikon D750: From Snapshots to Great Shots,Rob Sylvan,,$21.11 ,$13.99 ,,9.78013E+12,978-0134094366,From Snapshots to Great Shots Series,Peachpit Press,,"158,815",312,7.50(w) x 9.00(h) x 0.60(d)
544.html,The Art of the Mass Effect Universe,Various,$27.76 ,,$13.99 ,,9.7816E+12,978-1595827685,,Dark Horse Comics,,"158,856",184,9.10(w) x 12.10(h) x 0.90(d)
545.html,CSS: The Missing Manual,David Sawyer McFarland,,$29.03 ,$19.99 ,,9.78149E+12,978-1491918050,,"O'Reilly Media, Incorporated",,"158,885",720,6.90(w) x 9.10(h) x 1.50(d)
546.html,Metasploit: The Penetration Tester's Guide,David Kennedy# Jim O'Gorman# Devon Kearns# Mati Aharoni,,$35.64 ,$22.99 ,,9.78159E+12,978-1593272883,,"No Starch Press San Francisco, CA",,"158,952",328,6.90(w) x 9.20(h) x 1.20(d)
547.html,Mastering AutoCAD 2016 and AutoCAD LT 2016: Autodesk Official Press,George Omura# Brian C. Benton,,$56.91 ,$31.49 ,,9.78112E+12,978-1119044833,,Wiley,,"159,026",1080,7.40(w) x 9.20(h) x 2.40(d)
548.html,"The App Generation: How Today's Youth Navigate Identity, Intimacy, and Imagination in a Digital World",Howard Gardner# Katie Davis, ,$10.94 ,$13.99 ,,9.7803E+12,978-0300209341,,Yale University Press,,"159,047",272,5.50(w) x 8.10(h) x 0.80(d)
549.html,Red Hat RHCSA/RHCE 7 Cert Guide: Red Hat Enterprise Linux 7 (EX200 and EX300),Sander van Vugt,$37.00 ,,$34.99 ,,9.78079E+12,978-0789754059,Certification Guide Series,Pearson IT Certification,,"159,088",1008,9.30(w) x 7.60(h) x 2.20(d)
550.html,UNIX and Linux System Administration Handbook / Edition 4,Evi Nemeth# Garth Snyder# Trent R. Hein# Ben Whaley,,$57.33 ,$47.99 ,,9.78013E+12,978-0131480056,,Prentice Hall,,"159,177",1279,7.12(w) x 8.78(h) x 1.66(d)
551.html,Starting Out With Visual Basic 2012 / Edition 6,Tony Gaddis# Kip Irvine,,$118.58 ,,,9.78013E+12,978-0133128086,,Pearson,,"159,307",896,8.40(w) x 10.80(h) x 1.30(d)
552.html,"Light It, Shoot It, Retouch It: Learn Step by Step How to Go from Empty Studio to Finished Image",Scott Kelby,,$32.86 ,$23.49 ,,9.78032E+12,978-0321786616,,New Riders,,"159,345",264,7.98(w) x 9.98(h) x 0.58(d)
553.html,Help Me! Guide to iPhone 6: Step-by-Step User Guide for the iPhone 6 and iPhone 6 Plus,Charles Hughes,,,,,9.7815E+12,978-1502979087,,CreateSpace Publishing,,"159,353",378,8.00(w) x 10.00(h) x 0.78(d)
554.html,Mastering the Nikon D7100,Darrell Young,,$27.12 ,$17.49 ,,9.78194E+12,978-1937538323,,Rocky Nook,,"159,433",560,6.00(w) x 8.90(h) x 1.10(d)
555.html,The Adobe Photoshop CS6 Book for Digital Photographers,Scott Kelby,$43.73 ,$34.95 ,$25.49 ,,9.78032E+12,978-0321823748,Voices That Matter Series,New Riders,,"159,678",480,9.90(w) x 7.90(h) x 1.00(d)
556.html,Raspberry Pi For Dummies,Sean McManus,,$19.63 ,$13.99 ,,9.78112E+12,978-1118904916,For Dummies Series,Wiley,,"337,942",456,7.30(w) x 9.10(h) x 1.00(d)
557.html,AARP Pinterest For Dummies,Kelby Carr,,,,,9.78112E+12,978-1118455340,,Wiley,,"160,061",,
558.html,On Being a Data Skeptic,Cathy O'Neil,,,,,9.78149E+12,978-1491947241,,"O'Reilly Media, Incorporated",,"160,106",26,
559.html,Analyzing the Analyzers: An Introspective Survey of Data Scientists and Their Work,Harlan Harris# Sean Murphy# Marck Vaisman,,$9.99 ,$0.00 ,,9.78145E+12,978-1449371760,,"O'Reilly Media, Incorporated",,,40,5.90(w) x 8.90(h) x 0.50(d)
560.html,"The Past, Present, and Future of JavaScript",Axel Rauschmayer,,,,,9.78145E+12,978-1449339975,,"O'Reilly Media, Incorporated",,"160,369",45,
561.html,"MAGIC PIANO GAME: HOW TO DOWNLOAD FOR ANDROID, PC, IOS, KINDLE + TIPS",HSE,,,,,9.78168E+12,978-1681054278,,HSE,,"160,493",,
562.html,"COOKIE JAM GAME, CHEATS, DOWNLOAD, BEAT LEVELS, GUIDE, + MORE!",HSE,,,,,9.78168E+12,978-1681054476,,HSE,,"160,615",,
563.html,Living and Learning with New Media: Summary of Findings from the Digital Youth Project,Mizuko Ito# Heather A. Horst# Matteo Bittanti# danah boyd,,$14.40 ,$0.00 ,,9.78026E+12,978-0262513654,The John D. and Catherine T. MacArthur Foundation Reports on Digital Media and Learning,MIT Press,,,128,
564.html,Getting Started With Twitter Marketing,Helen Lindop,,,,,2.94005E+12,294-0045185448,,Helen Lindop,,"161,657",,
565.html,Canon EOS Rebel T5/1200D For Dummies,Julie Adair King# Robert Correll,,$23.05 ,$15.99 ,,9.78112E+12,978-1118933626,,Wiley,,"208,433",288,7.30(w) x 9.10(h) x 0.60(d)
566.html,iPad For Dummies,Edward C. Baig# Bob LeVitus,,$14.68 ,$12.99 ,,9.78112E+12,978-1118932247,For Dummies Series,Wiley,,"162,152",384,7.30(w) x 9.00(h) x 0.80(d)
567.html,"CompTIA Security+ Certification Study Guide, Second Edition (Exam SY0-401)",Glen E. Clarke,,$37.06 ,$28.99 ,,9.78007E+12,978-0071841283,Certification Press Series,McGraw-Hill Professional Publishing,,"162,165",880,7.40(w) x 9.10(h) x 2.00(d)
568.html,Ultimate Guide to Google AdWords: How to Access 1 Billion People in 10 Minutes,Perry Marshall# Mike Rhodes# Bryan Todd,,$18.98 ,$13.99 ,,9.7816E+12,978-1599185422,Ultimate Series,Entrepreneur Press,,"162,175",314,7.70(w) x 9.70(h) x 1.00(d)
569.html,"iOS 8 Application Development in 24 Hours, Sams Teach Yourself",John Ray,,$31.51 ,$19.99 ,,9.78067E+12,978-0672337239,Sams Teach Yourself Series,Sams,,"162,180",864,6.90(w) x 9.00(h) x 1.40(d)
570.html,The Legend of Zelda: Majora's Mask 3D: Prima Official Game Guide,Prima Games,,,,,9.7811E+12,978-1101898406,,DK Games,,"162,224",352,7.90(w) x 10.80(h) x 1.00(d)
571.html,"Dataclysm: Love, Sex, Race, and Identity--What Our Online Lives Tell Us about Our Offline Selves",Christian Rudder,,,,,9.78039E+12,978-0385347396,,Crown/Archetype,,"162,232",320,5.10(w) x 7.90(h) x 1.10(d)
572.html,Facebook & Twitter For Seniors For Dummies,Marsha Collier, ,$21.24 ,$12.99 ,,9.78112E+12,978-1118921173,For Dummies Series,Wiley,,"162,265",360,7.30(w) x 9.10(h) x 0.70(d)
573.html,"CompTIA A+ Certification Study Guide, Eighth Edition (Exams 220-801 & 220-802)",Jane Holcombe# Charles Holcombe,,,$37.50 ,,9.78007E+12,978-0071795784,Certification Press,McGraw-Hill Education,,"350,533",960,
574.html,"Node.js, MongoDB and AngularJS Web Development: The definitive guide to building JavaScript-based Web applications from server to frontend",Brad Dayley,,$34.80 ,$22.99 ,,9.78032E+12,978-0321995780,Developer's Library Series,Addison-Wesley,,"162,348",800,7.00(w) x 9.00(h) x 1.50(d)
575.html,Samsung Galaxy S 4 For Dummies,Bill Hughes,,$17.80 ,$12.99 ,,9.78112E+12,978-1118642221,For Dummies Series,Wiley,,"162,377",320,7.40(w) x 9.00(h) x 0.70(d)
576.html,Search Engine Optimization For Dummies,Peter Kent,,$20.97 ,$15.99 ,,9.78112E+12,978-1118336854,For Dummies Series,Wiley,,"162,431",456,7.40(w) x 9.20(h) x 1.00(d)
577.html,CompTIA A+ Complete Study Guide: Exams 220-801 and 220-802,Quentin Docter# Emmett Dulaney# Toby Skandier,,$31.28 ,$25.99 ,,9.78112E+12,978-1118324059,,Wiley,,"162,564",1224,7.30(w) x 9.20(h) x 1.50(d)
578.html,Adobe Creative Cloud Design Tools All-in-One For Dummies,Jennifer Smith,,$27.57 ,$20.99 ,,9.78112E+12,978-1118646113,For Dummies Series,Wiley,,"162,652",1056,7.30(w) x 9.20(h) x 2.30(d)
579.html,The C++ Programming Language / Edition 4,Bjarne Stroustrup,$55.43 ,$49.99 ,$51.19 ,,9.78032E+12,978-0321563842,,Addison-Wesley,,"162,728",1346,7.50(w) x 9.10(h) x 1.70(d)
580.html,Agile Project Management with Scrum,Ken Schwaber,,$27.80 ,$17.99 ,,9.78074E+12,978-0735619937,Microsoft Professional Books Series,Microsoft Press,,"162,947",188,7.30(w) x 8.80(h) x 0.70(d)
581.html,Microsoft SQL Server 2012 T-SQL Fundamentals,Itzik Ben-Gan,,$35.35 ,$23.49 ,,9.78074E+12,978-0735658141,Developer Reference Series,Microsoft Press,,"163,015",442,7.50(w) x 9.00(h) x 0.88(d)
582.html,Frostgrave: Fantasy Wargames in the Frozen City,Joseph McCullough# Dmitry Burmak,$19.72 ,,$11.99 ,,9.78147E+12,978-1472805041,Frostgrave Series,"Osprey Publishing, Limited",,"163,079",96,7.50(w) x 9.50(h) x 0.60(d)
583.html,Oracle PL/SQL Programming,Steven Feuerstein# Bill Pribyl,,$44.28 ,$32.49 ,,9.78145E+12,978-1449324452,,"O'Reilly Media, Incorporated",,"163,128",1392,7.00(w) x 9.20(h) x 2.50(d)
584.html,Starting Out with Alice / Edition 3,Tony Gaddis,,$83.37 ,,,9.78013E+12,978-0133129748,,Pearson,,"163,414",400,7.80(w) x 9.90(h) x 0.90(d)
585.html,Innovate the Pixar Way: Business Lessons From the World's Most Creative Corporate Playground,Bill Capodagli# Lynn Jackson,$22.47 ,,$17.99 ,,9.78007E+12,978-0071638937,,McGraw-Hill Professional Publishing,,"163,550",224,5.90(w) x 8.68(h) x 0.89(d)
586.html,The Bite in the Apple: A Memoir of My Life with Steve Jobs,Chrisann Brennan,$16.49 ,$11.24 ,$9.99 ,$34.99 ,9.78125E+12,978-1250056528,,St. Martin's Press,,"517,436",336,5.40(w) x 8.20(h) x 0.90(d)
587.html,Minecraft: Top 35 Minecraft Mods You Should Know,Joseph Joyner,,,,,9.78163E+12,978-1630227630,,Speedy Publishing LLC,,"163,770",42,
588.html,Dave Barry in Cyberspace,Dave Barry, ,$11.28 ,$9.99 , ,9.78045E+12,978-0449912300,,Random House Publishing Group,,"750,186",224,5.47(w) x 8.25(h) x 0.47(d)
589.html,Windows 10 for Seniors: The Complete Guide,Mark Lancer,,,,,2.94015E+12,294-0151006040,,Clear Leaf,,"163,909",,
590.html,The Problem with Native JavaScript APIs,Nicholas C. Zakas,,,,,9.78145E+12,978-1449339920,,"O'Reilly Media, Incorporated",,"164,135",16,
591.html,"Learning Agile: Understanding Scrum, XP, Lean, and Kanban",Andrew Stellman# Jennifer Greene,,$37.35 ,$19.99 ,,9.78145E+12,978-1449331924,,"O'Reilly Media, Incorporated",,"320,033",420,6.90(w) x 9.10(h) x 0.90(d)
592.html,Access 2010 Bible,Michael R. Groh,,$30.34 ,$25.99 ,,9.78047E+12,978-0470475348,Bible Series,Wiley,,"341,657",1392,7.40(w) x 9.20(h) x 2.10(d)
593.html,2600 Magazine: The Hacker Quarterly - Spring 2015,2600 Magazine,,,,,2.94015E+12,294-0151554596,2600 Magazine,2600 Enterprises,,"165,148",,
594.html,Discrete Mathematics / Edition 1,Douglas E. Ensley# J. Winston Crawley,$182.60 ,,,,9.78047E+12,978-0471476023,,Wiley,,"165,532",704,8.20(w) x 10.10(h) x 1.30(d)
595.html,Java 8 Preview Sampler,Herbert Schildt# Maurice Naftalin# Hendrik Ebbers# J.F. DiMarzio,,,,,9.78007E+12,978-0071836500,,McGraw-Hill Education,,"165,534",114,
596.html,The Apple Experience: Secrets to Building Insanely Great Customer Loyalty,Carmine Gallo,$17.90 ,,$15.49 ,,9.78007E+12,978-0071793209,,McGraw-Hill Professional Publishing,,"411,618",256,6.10(w) x 9.10(h) x 1.00(d)
597.html,Teach Yourself VISUALLY MacBook Pro,Guy Hart-Davis,,$21.31 ,$15.99 ,,9.78112E+12,978-1118677773,Teach Yourself VISUALLY (Tech) Series,Wiley,,"166,198",384,9.50(w) x 11.60(h) x 1.20(d)
598.html,iPad: The Missing Manual,David Pogue,,$19.54 ,$11.99 ,,9.78149E+12,978-1491947159,,"O'Reilly Media, Incorporated",,"166,284",560,6.00(w) x 8.90(h) x 1.10(d)
599.html,eBay Business All-in-One For Dummies,Marsha Collier,,$23.57 ,$19.49 ,,9.78112E+12,978-1118401668,For Dummies Series,Wiley,,"166,313",840,7.40(w) x 9.10(h) x 1.90(d)
600.html,"A Software Engineer Learns HTML5, JavaScript and jQuery",Dane Cameron,,,,,9.78149E+12,978-1493692613,,CreateSpace Publishing,,"171,990",256,7.44(w) x 9.69(h) x 0.54(d)
601.html,Introduction to MATLAB for Engineers / Edition 3,William Palm III,,$94.52 ,,,9.78007E+12,978-0073534879,,McGraw-Hill Professional Publishing,,"172,081",576,7.30(w) x 9.10(h) x 0.90(d)
602.html,Minecraft: Mobs Guide - The Ultimate Mobs Guide for Minecrafters,DigiDiz Guides,,,,,9.78277E+12,978-2765915874,,DigiDiz Guides,,"172,213",,
603.html,Windows 8 For Dummies,Andy Rathbone,,$15.58 ,$12.99 ,,9.78112E+12,978-1118134610,For Dummies Series,Wiley,,"261,362",432,7.30(w) x 9.20(h) x 0.90(d)
604.html,Investment Club Startup Guide - Start an Investment Club for Fun & Profit!,Irwing,,,,,2.94001E+12,294-0013232693,,Caring & Sharing,,"172,545",34,
605.html,MineCraft Cheat Code Book,Kaitlyn Chick,,,,,2.94015E+12,294-0149009954,,Hamlet Book Publications,,"172,945",,
606.html,"Exploring: Microsoft Access 2013, Comprehensive / Edition 1",Mary Anne Poatsy# Cynthia Krebs# Eric Cameron# Jerri Williams,,,,,9.78013E+12,978-0133412208,Exploring Series,Prentice Hall,,"172,985",656,9.10(w) x 11.00(h) x 1.00(d)
607.html,Java: An Eventful Approach / Edition 1,Kim Bruce# Andrea Danyluk# Thomas Murtagh,,$136.46 ,,,9.78013E+12,978-0131424159,,Pearson,,"173,493",720,7.00(w) x 9.00(h) x 1.70(d)
608.html,Windows 10: The Personal Trainer,William Stanek,,,,,9.78152E+12,978-1515194316,,CreateSpace Publishing,,"173,638",350,6.00(w) x 9.00(h) x 0.73(d)
609.html,The Ultimate Guide to 3D photos and 3D videos: Now everybody can make them,Petr Mandik,,,,,2.94004E+12,294-0044431546,,Petr Mandik,,"173,656",,
610.html,Microsoft Access 2013 Step By Step,Joan Lambert# Joyce Cox,,$25.50 ,$16.49 ,,9.78074E+12,978-0735669086,,Microsoft Press,,"175,133",448,7.30(w) x 9.00(h) x 1.10(d)
625.html,Nikon D5300 For Dummies,Julie Adair King,,$22.65 ,$15.99 ,,9.78112E+12,978-1118872147,For Dummies Series,Wiley,,"176,031",352,7.30(w) x 9.00(h) x 0.90(d)
626.html,Software Requirements 3,Karl Wiegers# Joy Beatty,,$31.65 ,$19.99 ,,9.78074E+12,978-0735679665,Developer Best Practices Series,Microsoft Press,,"176,238",672,8.80(w) x 7.30(h) x 1.40(d)
627.html,Health Informatics: Practical Guide for Healthcare and Information Technology Professionals,Robert E. Hoyt# Ann K. Yoshihashi,,,,,9.7813E+12,978-1304791108,,Lulu.com,,"176,255",534,8.25(w) x 11.00(h) x 1.08(d)
628.html,Apple iPhone 6 Guide: The Only Apple iPhone 6 Guide That You Will Ever Need,Amarpreet Singh,,,,,9.78151E+12,978-1508548768,,CreateSpace Publishing,,"176,293",46,5.50(w) x 8.50(h) x 0.11(d)
629.html,XML (Visual QuickStart Guide Series),Kevin Howard Goldberg,,$32.54 ,$19.99 ,,9.78032E+12,978-0321559678,Visual QuickStart Guide Series,Peachpit Press,,"176,394",269,7.00(w) x 8.90(h) x 0.50(d)
630.html,The Referral Engine: Teaching Your Business to Market Itself,John Jantsch,$22.41 ,$13.80 ,$13.99 ,$22.82 ,9.78159E+12,978-1591844426,,Penguin Publishing Group,,"176,456",256,
631.html,Adventures of an It Leader,Robert D. Austin# Richard L. Nolan# Shannon O'Donnell,$19.95 ,,$17.99 ,,9.78142E+12,978-1422146606,,Harvard Business Review Press,,"176,578",314,6.40(w) x 9.30(h) x 1.20(d)
632.html,Rethinking Enterprise Storage: A Hybrid Cloud Model,Marc Farley,, ,$0.00 ,,9.78074E+12,978-0735679474,Introducing,Pearson Education,,"176,851",120,
633.html,Computers For Seniors For Dummies,Nancy C. Muir,$36.67 ,$17.90 ,$12.99 ,,9.78112E+12,978-1118115534,For Dummies Series,Wiley,,"223,166",408,7.20(w) x 9.10(h) x 1.00(d)
634.html,Digital Product Management: Design websites and mobile apps that exceed expectations,Kristofer Layon,,$25.36 ,$16.49 ,,9.78032E+12,978-0321947970,Voices That Matter Series,New Riders,,"177,020",208,6.90(w) x 8.80(h) x 0.60(d)
635.html,Minecraft Crafting : 70 Top Minecraft Essential Crafting & Techniques Guide Exposed!,Jason Scotts,,,,,9.78163E+12,978-1631877322,,Speedy Publishing LLC,,"177,724",52,
636.html,Evernote For Dummies,David E. Y. Sarna,,$15.72 ,$12.99 ,,9.78112E+12,978-1118855942,For Dummies Series,Wiley,,"273,992",336,7.30(w) x 9.20(h) x 0.70(d)
637.html,Algorithm Design / Edition 1,Jon Kleinberg# Eva Tardos# Iva Tardos,$132.16 ,,,,9.78032E+12,978-0321295354,Alternative eText Formats Series,Pearson,,"177,823",864,8.10(w) x 9.20(h) x 1.30(d)
638.html,Windows 10 Guidebook: A tour into the future of computing,Jublo Solutions,,$20.49 ,$0.99 ,,9.78099E+12,978-0993383519,,Jublo IT Solutions,,"177,989",402,
639.html,Terms of Service: Social Media and the Price of Constant Connection,Jacob Silverman,$20.21 ,$15.99 ,$12.99 ,,9.78006E+12,978-0062282460,,HarperCollins Publishers,,"241,496",448,6.00(w) x 9.10(h) x 1.80(d)
640.html,Minecraft Guide with Building Ideas,Arthur Berger,,,,,2.94015E+12,294-0148586203,,Three Swords Press,,"183,673",,
641.html,"Nook Color Survival Guide: Step-by-Step User Guide for Nook Color eReader: Using Hidden Features, Downloading FREE eBooks, Sending eMail, and Surfing the Web",Toly K,, ,$1.99 ,,9.78161E+12,978-1611980493,Mobi Manuals,MobileReference,,"183,679",,
642.html,Samsung Galaxy S6 Edge: Best Features Buyers Guide,Matthew Hollinder,,$9.99 ,$3.99 ,,2.94015E+12,294-0151580540,,Conceptual Kings,,"184,332",,
643.html,Microsoft Office 2013: In Practice / Edition 1,Randy Nordell# Pat Graves# Kari Wood# Annette Easton,,,,,9.78007E+12,978-0073519388,,McGraw-Hill Professional Publishing,,"184,718",1120,
644.html,AutoCAD 2014 For Dummies,Bill Fane,,$24.27 ,,,9.78112E+12,978-1118603970,For Dummies Series,Wiley,,"184,901",544,7.40(w) x 9.00(h) x 1.10(d)
645.html,Word 2010 For Dummies,Dan Gookin,,$19.72 ,$12.99 ,,9.78047E+12,978-0470487723,For Dummies Series,Wiley,,"184,998",408,7.40(w) x 9.20(h) x 0.90(d)
646.html,Illustrator CC: Visual QuickStart Guide (2014 release),Elaine Weinmann# Peter Lourekas,,$28.63 ,$18.49 ,,9.78013E+12,978-0133987034,Visual QuickStart Guide Series,Peachpit Press,,"185,008",480,7.40(w) x 9.00(h) x 1.00(d)
647.html,Facebook Marketing All-in-One For Dummies,Andrea Vahl# John Haydon# Jan Zimmerman,,$18.47 ,$19.49 ,,9.78112E+12,978-1118816189,For Dummies Series,Wiley,,"185,023",792,7.30(w) x 9.20(h) x 1.60(d)
648.html,Photoshop Elements 13 All-in-One For Dummies,Barbara Obermeier# Ted Padova,,$29.74 ,$20.99 ,,9.78112E+12,978-1118998601,For Dummies Series,Wiley,,"185,051",576,7.40(w) x 9.00(h) x 1.20(d)
649.html,"Head First HTML and CSS, 2nd Edition",Elisabeth Robson# Eric Freeman,,$26.21 ,$17.99 ,,9.7806E+12,978-0596159900,,"O'Reilly Media, Incorporated",,"185,099",768,7.90(w) x 9.20(h) x 1.40(d)
650.html,Adobe Illustrator CC Classroom in a Book / Edition 1,Adobe Creative Team,,$31.83 ,$27.99 ,,9.78032E+12,978-0321929495,,Adobe Press,,"185,113",480,7.30(w) x 9.00(h) x 1.00(d)
651.html,Arduino For Dummies,John Nussey,,$19.63 ,$13.99 ,,9.78112E+12,978-1118446379,For Dummies Series,Wiley,,"185,310",446,17.30(w) x 9.20(h) x 1.10(d)
652.html,FileMaker Pro 14: The Missing Manual,Susan Prosser# Stuart Gripman,,$26.06 ,$19.99 ,,9.78149E+12,978-1491917480,,"O'Reilly Media, Incorporated",,"185,327",972,7.00(w) x 9.20(h) x 2.10(d)
653.html,Programming in Objective-C / Edition 6,Stephen G. Kochan,,$29.47 ,$22.99 ,,9.78032E+12,978-0321967602,Developer's Library Series,Addison-Wesley,,"185,433",576,10.90(w) x 8.50(h) x 1.50(d)
654.html,"CompTIA Security+ Certification Practice Exams, Second Edition (Exam SY0-401)",Daniel Lachance# Glen E. Clarke,,$22.60 ,$17.49 ,,9.78007E+12,978-0071833448,Certification Press Series,McGraw-Hill Professional Publishing,,"185,440",384,7.30(w) x 9.10(h) x 0.90(d)
655.html,SAS For Dummies,Stephen McDaniel# Chris Hemedinger,,$23.74 ,$16.49 ,,9.78047E+12,978-0470539682,For Dummies Series,Wiley,,"185,669",388,7.20(w) x 9.20(h) x 1.00(d)
656.html,Social Media ROI: Managing and Measuring Social Media Efforts in Your Organization,Olivier Blanchard,,$13.47 ,$11.49 ,,9.78079E+12,978-0789747419,Que Biz-Tech Series,Que,,"185,841",320,6.00(w) x 8.90(h) x 0.70(d)
657.html,Adobe Dreamweaver CS6 Classroom in a Book / Edition 1,Adobe Creative Team,,$32.24 ,$25.49 ,,9.78032E+12,978-0321822451,Classroom in a Book Series,Adobe Press,,"186,067",448,7.30(w) x 9.00(h) x 0.90(d)
658.html,Implementing Cisco IP Routing (ROUTE) Foundation Learning Guide: (CCNP ROUTE 300-101),Diane Teare# Bob Vachon# Rick Graziani,$63.34 ,,$51.99 ,,9.78159E+12,978-1587204562,Foundation Learning Guides Series,Cisco Press,,"186,109",768,7.50(w) x 9.20(h) x 5.70(d)
659.html,Star Wars: The Old Republic: Encyclopedia,Ian Ryan# Charles Boyd# Hall Hood# Joanna Berry,,,,,9.78076E+12,978-0756698393,,DK,,"186,216",352,10.30(w) x 11.90(h) x 1.20(d)
660.html,Agile Estimating and Planning (Robert C. Martin Series) / Edition 1,Mike Cohn,,$45.15 ,$36.79 ,,9.78013E+12,978-0131479418,Robert C. Martin Series,Prentice Hall,,"186,231",330,7.00(w) x 9.10(h) x 0.80(d)
