#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.authors,ltable.title,ltable.venue,ltable.year,rtable.authors,rtable.title,rtable.venue,rtable.year,gold
173,conf/vldb/FaloutsosG96,673487,"Christos Faloutsos, Volker Gaede",Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,VLDB,1996,"Christos Faloutsos, Volker Gaede",Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,Very Large Data Bases,1996,1
174,conf/vldb/Fecteau95,223876,Gilles Fecteau,Managing a DB2 Parallel Edition Database,VLDB,1995,"Chaitanya Baru, Gilles Fecteau",An overview of DB2 parallel edition,International Conference on Management of Data,1995,0
175,conf/vldb/FerrandinaMZ94,673314,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",Implementing Lazy Database Updates for an Object Database System,VLDB,1994,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari, Guy Ferran, Jolle Madec",Schema and Database Evolution in the O2 Object Database System,Very Large Data Bases,1995,0
176,conf/vldb/Garcia-MolinaLY98,671164,"Wilburt Labio, Jun Yang, Hector Garcia-Molina",Expiring Data in a Warehouse,VLDB,1998,"Hector Garcia-Molina, Wilburt Labio, Jun Yang",Expiring Data in a Warehouse,Very Large Data Bases,1998,0
177,conf/vldb/GarciaLL98,671175,"Yvn J. Garca, Scott T. Leutenegger, Mario A. Lopez",On Optimal Node Splitting for R-trees,VLDB,1998,"Jerry Baulier, Philip Bohannon, S. Gogate, S. Joshi, C. Gupta, A. Khivesera, Henry F. Korth, Peter McIlroy, J. Miller, P. P. S. Narayan, M. Nemeth, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",DataBlitz: A High Performance Main-Memory Storage Manager,Very Large Data Bases,1998,0
178,conf/vldb/GardarinST96,673485,"Zhao-Hui Tang, Fei Sha, Georges Gardarin","Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System",VLDB,1996,"Georges Gardarin, Fei Sha, Zhao-Hui Tang","Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System",Very Large Data Bases,1996,1
179,conf/vldb/GarofalakisI97,671004,"Yannis E. Ioannidis, Minos N. Garofalakis",Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources,VLDB,1997,"Minos N. Garofalakis, Yannis E. Ioannidis",Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources,Very Large Data Bases,1997,1
180,conf/vldb/GarofalakisRS99,671514,"Rajeev Rastogi, Kyuseok Shim, Minos N. Garofalakis",SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,VLDB,1999,"Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,Very Large Data Bases,1999,1
181,conf/vldb/GibbonsMP97,673669,"Yossi Matias, Phillip B. Gibbons, Viswanath Poosala",Fast Incremental Maintenance of Approximate Histograms,VLDB,1997,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",Fast Incremental Maintenance of Approximate Histograms,Very Large Data Bases,1997,1
182,conf/vldb/GinisHKMT97,670997,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",Data Manager for Evolvable Real-time Command and Control Systems,VLDB,1997,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",Data Manager for Evolvable Real-time Command and Control Systems,Very Large Data Bases,1997,1
183,conf/vldb/GravanoIJKMS01,253389,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",Approximate String Joins in a Database (Almost) for Free,VLDB,2001,"S. Bressan, C. H. Goh, K. Fynn, M. Jakobisiak, K. Hussein, H. Kon, T. Lee, S. Madnick, T. Pena, J. Qu, A. Shum, M. Siegel",The Context Interchange mediator prototype,International Conference on Management of Data,1997,0
184,conf/vldb/Gupta96,673324,Umang Gupta,The Changing Landscape of the Software Industry and its Implications for India,VLDB,1996,Umang Gupta,The Changing Landscape of the Software Industry and its Implications for India,Very Large Data Bases,1996,1
185,conf/vldb/GutierrezPST94,672976,"Alejandro Gutirrez, Philippe Pucheral, Jean-Marc Thvenin, Hermann Steffen",Database Graph Views: A Practical Model to Manage Persistent Graphs,VLDB,1994,"Alejandro Gutirrez, Philippe Pucheral, Hermann Steffen, Jean-Marc Thvenin",Database Graph Views: A Practical Model to Manage Persistent Graphs,Very Large Data Bases,1994,1
186,conf/vldb/HaasKU99,672368,"Ioana Ursu, Donald Kossmann, Laura M. Haas",Loading a Cache with Query Results,VLDB,1999,"Ioana Manolescu, Daniela Florescu, Donald Kossmann",Answering XML Queries on Heterogeneous Data Sources,Very Large Data Bases,2001,0
187,conf/vldb/HaasNSS95,758363,"Peter J. Haas, Lynne Stokes, S. Seshadri, Jeffrey F. Naughton",Sampling-Based Estimation of the Number of Distinct Values of an Attribute,VLDB,1995,"Ambuj Shatdal, Chander Kant, Jeffrey F. Naughton",Cache Conscious Algorithms for Relational Query Processing,Very Large Data Bases,1994,0
188,conf/vldb/Hallmark95,673156,Gary Hallmark,The Oracle Warehouse,VLDB,1995,Gary Hallmark,The Oracle Warehouse,Very Large Data Bases,1995,1
189,conf/vldb/HammadFAE03,375716,"Michael J. Franklin, Moustafa A. Hammad, Ahmed K. Elmagarmid, Walid G. Aref",Scheduling for shared window joins over data streams,VLDB,2003,"Christian A. Lang, Ambuj K. Singh",Modeling high-dimensional index structures using sampling,International Conference on Management of Data,2001,0
190,conf/vldb/HellersteinNP95,673145,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein",Generalized Search Trees for Database Systems,VLDB,1995,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",Generalized Search Trees for Database Systems,Very Large Data Bases,1995,1
191,conf/vldb/HellersteinNP95,765553,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein",Generalized Search Trees for Database Systems,VLDB,1995,"Sharad Mehrotra, Henry F. Korth, Avi Silberschatz",Concurrency control in hierarchical multidatabase systems,The VLDB Journal  The International Journal on Very Large Data Bases,1997,0
192,conf/vldb/HvasshovdTBH95,673136,"Svein-Olaf Hvasshovd, ystein Torbjrnsen, Svein Erik Bratsberg, Per Holager","The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response",VLDB,1995,"Svein-Olaf Hvasshovd, ystein Torbjrnsen, Svein Erik Bratsberg, Per Holager","The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response",Very Large Data Bases,1995,1
193,conf/vldb/IshikawaSF98,673658,"Ravishankar Subramanya, Christos Faloutsos, Yoshiharu Ishikawa",MindReader: Querying Databases Through Multiple Examples,VLDB,1998,"Timos K. Sellis, Nick Roussopoulos, Christos Faloutsos",Multidimensional Access Methods: Trees Have Grown Everywhere,Very Large Data Bases,1997,0
194,conf/vldb/IyerW94,672970,"David Wilhite, Balakrishna R. Iyer",Data Compression Support in Databases,VLDB,1994,"Balakrishna R. Iyer, David Wilhite",Data Compression Support in Databases,Very Large Data Bases,1994,1
195,conf/vldb/JagadishKMPSS98,671191,"S. Muthukrishnan, H. V. Jagadish, Kenneth C. Sevcik, Torsten Suel, Nick Koudas, Viswanath Poosala",Optimal Histograms with Quality Guarantees,VLDB,1998,"H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Viswanath Poosala, Kenneth C. Sevcik, Torsten Suel",Optimal Histograms with Quality Guarantees,Very Large Data Bases,1998,1
196,conf/vldb/JagadishKNS99,304235,"Divesh Srivastava, Olga Kapitskaia, Raymond T. Ng, H. V. Jagadish",Multi-Dimensional Substring Selectivity Estimation,VLDB,1999,"Vishu Krishnamurthy, Sandeepan Banerjee, Anil Nori",Bringing object-relational technology to the mainstream,International Conference on Management of Data,1999,0
197,conf/vldb/Jamil97,673648,Hasan M. Jamil,Implementing Abstract Objects with Inheritance in Datalogneg,VLDB,1997,Hasan M. Jamil,Implementing Abstract Objects with Inheritance in Datalogneg,Very Large Data Bases,1997,1
198,conf/vldb/JiangSLB00,603878,"David B. Lomet, Betty Salzberg, Linan Jiang, Manuel Barrena Garca",The BT-tree: A Branched and Temporal Access Method,VLDB,2000,David Lomet,The evolution of effective B-tree: page organization and techniques: a personal account,ACM SIGMOD Record,2001,0
199,conf/vldb/KahveciS01,672028,"Tamer Kahveci, Ambuj K. Singh",Efficient Index Structures for String Databases,VLDB,2001,"Tamer Kahveci, Ambuj K. Singh",Efficient Index Structures for String Databases,Very Large Data Bases,2001,1
200,conf/vldb/KilgerM94,672981,"Christoph Kilger, Guido Moerkotte",Indexing Multiple Sets,VLDB,1994,"Christoph Kilger, Guido Moerkotte",Indexing Multiple Sets,Very Large Data Bases,1994,1
201,conf/vldb/Klots96,673483,Boris Klots,Cache Coherency in Oracle Parallel Server,VLDB,1996,Boris Klots,Cache Coherency in Oracle Parallel Server,Very Large Data Bases,1996,1
202,conf/vldb/KonopnickiS95,673148,"David Konopnicki, Oded Shmueli",W3QS: A Query System for the World-Wide Web,VLDB,1995,"David Konopnicki, Oded Shmueli",W3QS: A Query System for the World-Wide Web,Very Large Data Bases,1995,1
203,conf/vldb/KornLKF98,671025,"Yannis Kotidis, Christos Faloutsos, Flip Korn, Alexandros Labrinidis","Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining",VLDB,1998,"Flip Korn, Alexandros Labrinidis, Yannis Kotidis, Christos Faloutsos","Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining",Very Large Data Bases,1998,0
204,conf/vldb/LabrinidisR01,253276,"Nick Roussopoulos, Alexandros Labrinidis",Update Propagation Strategies for Improving the Quality of Data on the Web,VLDB,2001,"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",Cubetree: organization of and bulk incremental updates on the data cube,International Conference on Management of Data,1997,0
205,conf/vldb/LakshmananJN00,764218,"Laks V. S. Lakshmanan, Raymond T. Ng, Theodore Johnson",The 3W Model and Algebra for Unified Data Mining,VLDB,2000,"Edwin M. Knorr, Raymond T. Ng, Vladimir Tucakov",Distance-based outliers: algorithms and applications,The VLDB Journal  The International Journal on Very Large Data Bases,2000,0
206,conf/vldb/LamKR02,564781,"Kam-yiu Lam, Krithi Ramamritham, Alan Kwan",RTMonitor: Real-Time Data Monitoring Using Mobile Agent Technologies,VLDB,2002,"Jiawei Han, Jianyong Wang, Guozhu Dong, Jian Pei, Ke Wang",CubeExplorer: online exploration of data cubes,International Conference on Management of Data,2002,0
207,conf/vldb/LaneEN00,187458,"James L. Edwards, Meridith A. Lane, Ebbe Nielsen","Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)",VLDB,2000,"Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson",Medical information systems: characterization and challenges,ACM SIGMOD Record,1994,0
208,conf/vldb/LuL00,671686,"Hongyan Liu, Hongjun Lu",Decision Tables: Scalable Classification Exploring RDBMS Capabilities,VLDB,2000,"Hongjun Lu, Hongyan Liu",Decision Tables: Scalable Classification Exploring RDBMS Capabilities,Very Large Data Bases,2000,1
209,conf/vldb/LubbersGJ03,872778,"Matthias Jarke, Udo Grimmer, Dominik Lbbers",Systematic Development of Data Mining-Based Data Quality Tools,VLDB,2003,Nikos Mamoulis,Efficient processing of joins on set-valued attributes,International Conference on Management of Data,2003,0
210,conf/vldb/LuoN01,672041,"Jeffrey F. Naughton, Qiong Luo",Form-Based Proxy Caching for Database-Backed Web Sites,VLDB,2001,"Qiong Luo, Jeffrey F. Naughton",Form-Based Proxy Caching for Database-Backed Web Sites,Very Large Data Bases,2001,1
211,conf/vldb/ManolescuFK01,672175,"Ioana Manolescu, Donald Kossmann, Daniela Florescu",Answering XML Queries on Heterogeneous Data Sources,VLDB,2001,"Rakesh Agrawal, Amit Somani, Yirong Xu",Storage and Querying of E-Commerce Data,Very Large Data Bases,2001,0
212,conf/vldb/McKennaBHT96,673476,"Melissa Truong, Louis Burger, William J. McKenna, Chi Hoang",EROC: A Toolkit for Building NEATO Query Optimizers,VLDB,1996,"William J. McKenna, Louis Burger, Chi Hoang, Melissa Truong",EROC: A Toolkit for Building NEATO Query Optimizers,Very Large Data Bases,1996,0
213,conf/vldb/MehtaD95,673299,"David J. DeWitt, Manish Mehta",Managing Intra-operator Parallelism in Parallel Database Systems,VLDB,1995,"Manish Mehta, David J. DeWitt",Managing Intra-operator Parallelism in Parallel Database Systems,Very Large Data Bases,1995,0
214,conf/vldb/MillerHH00,304574,"Rene J. Miller, Mauricio A. Hernndez, Laura M. Haas",Schema Mapping as Query Discovery,VLDB,2000,"E. A. Rundensteiner, A. Koeller, X. Zhang, A. J. Lee, A. Nica, A. Van Wyk, Y. Lee",Evolvable view environment (EVE): non-equivalent view maintenance under schema changes,International Conference on Management of Data,1999,0
215,conf/vldb/MillinerBP95,673144,"Athman Bouguettaya, Steven Milliner, Mike P. Papazoglou",A Scalable Architecture for Autonomous Heterogeneous Database Interactions,VLDB,1995,"Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou",A Scalable Architecture for Autonomous Heterogeneous Database Interactions,Very Large Data Bases,1995,1
216,conf/vldb/MohanBWSZ00,304239,"C. Mohan, S. Watts, Ron Barber, Amit Somani, Markos Zaharioudakis",Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes,VLDB,2000,"J. Baulier, P. Bohannon, S. Gogate, C. Gupta, S. Haldar",DataBlitz storage manager: main-memory database performance for critical applications,International Conference on Management of Data,1999,0
217,conf/vldb/MuntzR94,190644,"Christian T. Ramiller, Alice H. Muntz",A Requirement-Based Approach to Data Modeling and Re-Engineering,VLDB,1994,"William I. Grosky, Farshad Fotouhi, Ishwar K. Sethi, Bogdan Capatina",Using metadata for the intelligent browsing of structured media objects,ACM SIGMOD Record,1994,0
218,conf/vldb/Norvag99,758375,Kjetil Nrvg,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,VLDB,1999,Kjetil Nrvg,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,Very Large Data Bases,1999,1
219,conf/vldb/OlstonW00,671877,"Jennifer Widom, Chris Olston",Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,VLDB,2000,"Chris Olston, Jennifer Widom",Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,Very Large Data Bases,2000,1
220,conf/vldb/OuzzaniAB94,672989,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun",A Top-Down Approach for Two Level Serializability,VLDB,1994,"M. Ouzzani, M. A. Atroun, N. L. Belkhodja",A Top-Down Approach for Two Level Serializability,Very Large Data Bases,1994,1
221,conf/vldb/PalpanasSCP02,233360,"Themistoklis Palpanas, Richard Sidle, Hamid Pirahesh, Roberta Cochrane",Incremental Maintenance for Non-Distributive Aggregate Functions,VLDB,2002,"Praveen Seshadri, Joseph M. Hellerstein, Hamid Pirahesh, T. Y. Cliff Leung, Raghu Ramakrishnan, Divesh Srivastava, Peter J. Stuckey, S. Sudarshan",Cost-based optimization for magic: algebra and implementation,International Conference on Management of Data,1996,0
222,conf/vldb/PantiSG00,671693,"Maurizio Panti, Alberto Giretti, Luca Spalazzi",A Case-Based Approach to Information Integration,VLDB,2000,"Maurizio Panti, Luca Spalazzi, Alberto Giretti",A Case-Based Approach to Information Integration,Very Large Data Bases,2000,1
223,conf/vldb/PapakonstantinouAG96,381879,"Yannis Papakonstantinou, Hector Garcia-Molina, Serge Abiteboul",Object Fusion in Mediator Systems,VLDB,1996,"Sang H. Son, Rasikan David, Bhavani Thuraisingham",Improving timeliness in real-time secure database systems,ACM SIGMOD Record,1996,0
224,conf/vldb/Raghavan96,673463,Vijay V. Raghavan,Loading the Data Warehouse Across Various Parallel Architectures,VLDB,1996,Vijay V. Raghavan,Loading the Data Warehouse Across Various Parallel Architectures,Very Large Data Bases,1996,1
225,conf/vldb/Ramaswamy00,672012,Sridhar Ramaswamy,E.piphany Epicenter Technology Overview,VLDB,2000,Sridhar Ramaswamy,E.piphany Epicenter Technology Overview,Very Large Data Bases,2000,1
226,conf/vldb/RaoR99,671362,"Kenneth A. Ross, Jun Rao",Cache Conscious Indexing for Decision-Support in Main Memory,VLDB,1999,"Jun Rao, Kenneth A. Ross",Cache Conscious Indexing for Decision-Support in Main Memory,Very Large Data Bases,1999,0
227,conf/vldb/RezendeS98,671195,"Gnter Sauter, Fernando de Ferreira Rezende",Bridging Heterogeneity: Research and Practice of Database Middleware Technology,VLDB,1998,"Fernando de Ferreira Rezende, Gnter Sauter",Bridging Heterogeneity: Research and Practice of Database Middleware Technology,Very Large Data Bases,1998,1
228,conf/vldb/RiedelGF98,671345,"Garth A. Gibson, Erik Riedel, Christos Faloutsos",Active Storage for Large-Scale Data Mining and Multimedia,VLDB,1998,"Erik Riedel, Garth A. Gibson, Christos Faloutsos",Active Storage for Large-Scale Data Mining and Multimedia,Very Large Data Bases,1998,1
229,conf/vldb/RisheYACLMVSV00,671681,"Naphtali Rishe, Rukshan Athauda, Artyom Shaposhnikov, Jun Yuan, Dmitry Vasilevsky, Xiaoling Lu, Xiaobin Ma, Shu-Ching Chen, Alexander Vaschillo",Semantic Access: Semantic Interface for Querying Databases,VLDB,2000,"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",Semantic Access: Semantic Interface for Querying Databases,Very Large Data Bases,2000,1
230,conf/vldb/RosenthalS94,672973,"Leonard J. Seligman, Arnon Rosenthal",Data Integration in the Large: The Challenge of Reuse,VLDB,1994,"Arnon Rosenthal, Leonard J. Seligman",Data Integration in the Large: The Challenge of Reuse,Very Large Data Bases,1994,1
231,conf/vldb/RoussopoulosK98,253276,"Yannis Kotidis, Nick Roussopoulos",The Cubetree Storage Organization,VLDB,1998,"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",Cubetree: organization of and bulk incremental updates on the data cube,International Conference on Management of Data,1997,0
232,conf/vldb/SakuraiYKU01,603869,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,VLDB,2001,Karl Aberer,Advanced XML data processing: guest editor's introduction,ACM SIGMOD Record,2001,0
233,conf/vldb/SakuraiYKU01,672024,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,VLDB,2001,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Very Large Data Bases,2001,1
234,conf/vldb/Sarawagi95,223851,Sunita Sarawagi,Query Processing in Tertiary Memory Databases,VLDB,1995,"Craig S. Freedman, David J. DeWitt",The SPIFFI scalable video-on-demand system,International Conference on Management of Data,1995,0
235,conf/vldb/SarawagiBKM02,564798,"Anuradha Bhamidipaty, Sunita Sarawagi, Chandra Mouli, Alok Kirpal",ALIAS: An Active Learning led Interactive Deduplication System,VLDB,2002,"Dennis Shasha, Philippe Bonnet","Database tuning: principles, experiments, and troubleshooting techniques (part I)",International Conference on Management of Data,2002,0
236,conf/vldb/SavasereON95,673300,"Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere",An Efficient Algorithm for Mining Association Rules in Large Databases,VLDB,1995,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",An Efficient Algorithm for Mining Association Rules in Large Databases,Very Large Data Bases,1995,1
237,conf/vldb/Schoning98,375792,Harald Schning,The ADABAS Buffer Pool Manager,VLDB,1998,"Per-ke Larson, Dana Florescu, Goetz Graefe, Guido Moerkotte, Hamid Pirahesh, Harald Schning",XML data management (panel session): go native or spruce up relational systems?,International Conference on Management of Data,2001,0
238,conf/vldb/SeegerBBKSDS01,672371,"Bjrn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Schfer, Jochen Van den Bercken, Jrgen Krmer",XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,VLDB,2001,"Jochen Van den Bercken, Bjrn Blohsfeld, Jens-Peter Dittrich, Jrgen Krmer, Tobias Schfer, Martin Schneider, Bernhard Seeger",XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,Very Large Data Bases,2001,1
239,conf/vldb/ShaferA97,671018,"Rakesh Agrawal, John C. Shafer",Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,VLDB,1997,"John C. Shafer, Rakesh Agrawal",Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,Very Large Data Bases,1997,1
240,conf/vldb/ShaferA97,673648,"Rakesh Agrawal, John C. Shafer",Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,VLDB,1997,Hasan M. Jamil,Implementing Abstract Objects with Inheritance in Datalogneg,Very Large Data Bases,1997,0
241,conf/vldb/ShanmugasundaramKSFF01,671499,"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk",Querying XML Views of Relational Data,VLDB,2001,"Jayavel Shanmugasundaram, Kristin Tufte, Chun Zhang, Gang He, David J. DeWitt, Jeffrey F. Naughton",Relational Databases for Querying XML Documents: Limitations and Opportunities,Very Large Data Bases,1999,0
242,conf/vldb/ShanmugasundaramKSFF01,671695,"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk",Querying XML Views of Relational Data,VLDB,2001,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",Efficiently Publishing Relational Data as XML Documents,Very Large Data Bases,2000,0
243,conf/vldb/ShanmugasundaramSBCLPR00,767144,"Berthold Reinwald, Jayavel Shanmugasundaram, Michael J. Carey, Eugene J. Shekita, Hamid Pirahesh, Bruce G. Lindsay, Rimon Barr",Efficiently Publishing Relational Data as XML Documents,VLDB,2000,"Jayavel Shanmugasundaram, Eugene Shekita, Rimon Barr, Michael Carey, Bruce Lindsay, Hamid Pirahesh, Berthold Reinwald",Efficiently publishing relational data as XML documents,The VLDB Journal  The International Journal on Very Large Data Bases,2001,0
244,conf/vldb/SheikholeslamiCZ98,671342,"Surojit Chatterjee, Gholamhosein Sheikholeslami, Aidong Zhang",WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,VLDB,1998,"Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,Very Large Data Bases,1998,1
245,conf/vldb/ShethKMWDLPLS96,673468,"Devashish Worah, Souvik Das, Ivan Shevchenko, Amit P. Sheth, John A. Miller, Chenye Lin, Devanand Palaniswami, Krys Kochut, John Lynch",Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,VLDB,1996,"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,Very Large Data Bases,1996,1
246,conf/vldb/SreenathS94,181557,"B. Sreenath, S. Seshadri",The hcC-tree: An Efficient Index Structure for Object Oriented Databases,VLDB,1994,"Niki Pissinou, Richard Thomas Snodgrass, Ramez Elmasri, Inderpal S. Mumick, Tamer zsu, Barbara Pernici, Arie Segev, Babis Theodoulidis, Umeshwar Dayal",Towards an infrastructure for temporal databases: report of an invitational ARPA/NSF workshop,ACM SIGMOD Record,1994,0
247,conf/vldb/SrivastavaDJL96,673627,"H. V. Jagadish, Shaul Dar, Divesh Srivastava, Alon Y. Levy",Answering Queries with Aggregation Using Views,VLDB,1996,"Divesh Srivastava, Shaul Dar, H. V. Jagadish, Alon Y. Levy",Answering Queries with Aggregation Using Views,Very Large Data Bases,1996,1
248,conf/vldb/Suciu96,673629,Dan Suciu,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,VLDB,1996,Dan Suciu,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Very Large Data Bases,1996,1
249,conf/vldb/TanSHCR01,375755,"Yixin Ruan, Kian-Lee Tan, Jason Chionh, Lidan Shou, Zhiyong Huang",Walking Through a Very Large Virtual Environment in Real-time,VLDB,2001,"L. Shou, C. H. Chionh, Z. Huang, Y. Ruan, Kian-Lee Tan",REVIEW: a real-time virtual walkthrough system,International Conference on Management of Data,2001,0
250,conf/vldb/TeisseirePC94,672831,"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",Towards Event-Driven Modelling for Database Design,VLDB,1994,"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",Towards Event-Driven Modelling for Database Design,Very Large Data Bases,1994,1
251,conf/vldb/TsatalosSI94,672990,"Marvin H. Solomon, Yannis E. Ioannidis, Odysseas G. Tsatalos",The GMAP: A Versatile Tool for Physical Data Independence,VLDB,1994,"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",The GMAP: A Versatile Tool for Physical Data Independence,Very Large Data Bases,1994,0
252,conf/vldb/VenkataramanZ98,671028,"Shivakumar Venkataraman, Tian Zhang",Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,VLDB,1998,"Shivakumar Venkataraman, Tian Zhang",Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,Very Large Data Bases,1998,1
253,conf/vldb/VorugantiOU99,671024,"M. Tamer zsu, Kaladhar Voruganti, Ronald C. Unrau",An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,VLDB,1999,"M. Tamer zsu, Kaladhar Voruganti, Ronald C. Unrau",An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,Very Large Data Bases,1998,0
254,conf/vldb/VorugantiOU99,671363,"M. Tamer zsu, Kaladhar Voruganti, Ronald C. Unrau",An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,VLDB,1999,"Kaladhar Voruganti, M. Tamer zsu, Ronald C. Unrau",An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,Very Large Data Bases,1999,1
255,conf/vldb/WaasCB01,672026,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini",FeedbackBypass: A New Approach to Interactive Similarity Query Processing,VLDB,2001,"Ilaria Bartolini, Paolo Ciaccia, Florian Waas",FeedbackBypass: A New Approach to Interactive Similarity Query Processing,Very Large Data Bases,2001,1
256,conf/vldb/WienerN95,673168,"Jeffrey F. Naughton, Janet L. Wiener",OODB Bulk Loading Revisited: The Partitioned-List Approach,VLDB,1995,"Janet L. Wiener, Jeffrey F. Naughton",OODB Bulk Loading Revisited: The Partitioned-List Approach,Very Large Data Bases,1995,1
257,conf/vldb/WildfogelY97,670998,"D. Wildfogel, Ramana Yerneni",Efficient Testing of High Performance Transaction Processing Systems,VLDB,1997,"D. Wildfogel, Ramana Yerneni",Efficient Testing of High Performance Transaction Processing Systems,Very Large Data Bases,1997,1
258,conf/vldb/YangKL97,673657,"Kamalakar Karlapalem, Jian Yang, Qing Li",Algorithms for Materialized View Design in Data Warehousing Environment,VLDB,1997,"Jian Yang, Kamalakar Karlapalem, Qing Li",Algorithms for Materialized View Design in Data Warehousing Environment,Very Large Data Bases,1997,0
259,conf/vldb/YuAA03,640999,"Divyakant Agrawal, Amr El Abbadi, Hailing Yu",Tabular Placement of Relational Data on MEMS-based Storage Devices,VLDB,2003,Marianne Winslett,Jim Gray speaks out,ACM SIGMOD Record,2003,0
