#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.authors,ltable.title,ltable.venue,ltable.year,rtable.authors,rtable.title,rtable.venue,rtable.year,gold
165,conf/vldb/EvangelidisLS95,212024,"Georgios Evangelidis, Betty Salzberg, David B. Lomet","The hBP-tree: A Modified hB-tree Supporting Concurrency, Recovery and Node Consolidation",VLDB,1995,Jeff Richey,Condition handling in SQL persistent stored modules,ACM SIGMOD Record,1995,0
166,conf/vldb/FaloutsosG96,673487,"Christos Faloutsos, Volker Gaede",Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,VLDB,1996,"Christos Faloutsos, Volker Gaede",Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,Very Large Data Bases,1996,1
167,conf/vldb/Fecteau95,673140,Gilles Fecteau,Managing a DB2 Parallel Edition Database,VLDB,1995,Gilles Fecteau,Managing a DB2 Parallel Edition Database,Very Large Data Bases,1995,1
168,conf/vldb/FerrandinaMZ94,672991,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",Implementing Lazy Database Updates for an Object Database System,VLDB,1994,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",Implementing Lazy Database Updates for an Object Database System,Very Large Data Bases,1994,1
169,conf/vldb/FrohnLU94,672823,"Jrgen Frohn, Georg Lausen, Heinz Uphoff",Access to Objects by Path Expressions and Rules,VLDB,1994,"Erik G. Hoel, Hanan Samet",Performance of Data-Parallel Spatial Operations,Very Large Data Bases,1994,0
170,conf/vldb/FrohnLU94,672988,"Jrgen Frohn, Georg Lausen, Heinz Uphoff",Access to Objects by Path Expressions and Rules,VLDB,1994,"Jürgen Frohn, Georg Lausen, Heinz Uphoff",Access to Objects by Path Expressions and Rules,Very Large Data Bases,1994,1
171,conf/vldb/FuC94,672970,"David Wai-Lok Cheung, Ada Wai-Chee Fu",A Transaction Replication Scheme for a Replicated Database with Node Autonomy,VLDB,1994,"Balakrishna R. Iyer, David Wilhite",Data Compression Support in Databases,Very Large Data Bases,1994,0
172,conf/vldb/GarciaLL98,671188,"Yvn J. Garca, Scott T. Leutenegger, Mario A. Lopez",On Optimal Node Splitting for R-trees,VLDB,1998,"Yván J. García, Mario A. Lopez, Scott T. Leutenegger",On Optimal Node Splitting for R-trees,Very Large Data Bases,1998,1
173,conf/vldb/GardarinGT96,245896,"Zhao-Hui Tang, Georges Gardarin, Jean-Robert Gruser",Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,VLDB,1996,Daniel A. Keim,Pixel-oriented database visualizations,ACM SIGMOD Record,1996,0
174,conf/vldb/Gentili01,672184,Mario Gentili,Italian Electronic Identity Card - principle and architecture,VLDB,2001,Mario Gentili,Italian Electronic Identity Card - principle and architecture,Very Large Data Bases,2001,1
175,conf/vldb/GohOST99,671507,"Cheng Hian Goh, Kian-Lee Tan, Beng Chin Ooi, D. Sim",GHOST: Fine Granularity Buffering of Indexes,VLDB,1999,"Cheng Hian Goh, Beng Chin Ooi, D. Sim, Kian-Lee Tan",GHOST: Fine Granularity Buffering of Indexes,Very Large Data Bases,1999,1
176,conf/vldb/GoldsteinR00,671849,"Jonathan Goldstein, Raghu Ramakrishnan",Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,VLDB,2000,"Jonathan Goldstein, Raghu Ramakrishnan",Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,Very Large Data Bases,2000,1
177,conf/vldb/GraefeBC98,671160,"Shaun Cooper, Goetz Graefe, Ross Bunker",Hash Joins and Hash Teams in Microsoft SQL Server,VLDB,1998,"Goetz Graefe, Ross Bunker, Shaun Cooper",Hash Joins and Hash Teams in Microsoft SQL Server,Very Large Data Bases,1998,1
178,conf/vldb/GuptaHQ95,219760,"Venky Harinarayan, Dallan Quass, Ashish Gupta",Aggregate-Query Processing in Data Warehousing Environments,VLDB,1995,"Susanne Englert, Ray Glasstone, Waqar Hasan",Parallelism and its price: a case study of nonstop SQL/MP,ACM SIGMOD Record,1995,0
179,conf/vldb/GuptaHQ95,223798,"Venky Harinarayan, Dallan Quass, Ashish Gupta",Aggregate-Query Processing in Data Warehousing Environments,VLDB,1995,"Dimitris Papadias, Timos Sellis, Yannis Theodoridis, Max J. Egenhofer",Topological relations in the world of minimum bounding rectangles: a study with R-trees,International Conference on Management of Data,1995,0
180,conf/vldb/Guting94,672827,Ralf Hartmut Gting,GraphDB: Modeling and Querying Graphs in Databases,VLDB,1994,"Raymond T. Ng, Jiawei Han",Efficient and Effective Clustering Methods for Spatial Data Mining,Very Large Data Bases,1994,0
181,conf/vldb/HaasNSS95,673295,"Peter J. Haas, Lynne Stokes, S. Seshadri, Jeffrey F. Naughton",Sampling-Based Estimation of the Number of Distinct Values of an Attribute,VLDB,1995,"Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes",Sampling-Based Estimation of the Number of Distinct Values of an Attribute,Very Large Data Bases,1995,1
182,conf/vldb/HaberIL95,673296,"Miron Livny, Eben M. Haber, Yannis E. Ioannidis",OPOSSUM: Desk-Top Schema Management through Customizable Visualization,VLDB,1995,"Eben M. Haber, Yannis E. Ioannidis, Miron Livny",OPOSSUM: Desk-Top Schema Management through Customizable Visualization,Very Large Data Bases,1995,1
183,conf/vldb/HageJPST03,872771,"Igor Timko, Torben Bach Pedersen, Christian Hage, Christian S. Jensen, Laurynas Speicys",Integrated Data Management for Mobile Services in the Real World,VLDB,2003,"Rakesh Agrawal, Alexandre Evfimievski, Ramakrishnan Srikant",Information sharing across private databases,International Conference on Management of Data,2003,0
184,conf/vldb/HelmerWM98,671199,"Sven Helmer, Guido Moerkotte, Till Westmann",Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,VLDB,1998,Donald R. Slutz,Massive Stochastic Testing of SQL,Very Large Data Bases,1998,0
185,conf/vldb/HeymannTKWRMF02,564777,"Katja Tham, Axel Kilian, Dieter Merkel, Peter Rieger, Stephan Heymann, Gunnar Wegner, Johann Christoph Freytag",Viator - A Tool Family for Graphical Networking and Data View Creation,VLDB,2002,"Chuck Cranor, Yuan Gao, Theodore Johnson, Vlaidslav Shkapenyuk, Oliver Spatscheck",Gigascope: high performance network monitoring with an SQL interface,International Conference on Management of Data,2002,0
186,conf/vldb/HinneburgAK00,671675,"Charu C. Aggarwal, Alexander Hinneburg, Daniel A. Keim",What Is the Nearest Neighbor in High Dimensional Spaces?,VLDB,2000,"Alexander Hinneburg, Charu C. Aggarwal, Daniel A. Keim",What Is the Nearest Neighbor in High Dimensional Spaces?,Very Large Data Bases,2000,1
187,conf/vldb/HoelS94,615195,"Hanan Samet, Erik G. Hoel",Performance of Data-Parallel Spatial Operations,VLDB,1994,"Raghu Ramakrishnan, Divesh Srivastava, S. Sudarshan, Praveen Seshadri",The CORAL deductive system,The VLDB Journal — The International Journal on Very Large Data Bases,1994,0
188,conf/vldb/HoelS94,672823,"Hanan Samet, Erik G. Hoel",Performance of Data-Parallel Spatial Operations,VLDB,1994,"Erik G. Hoel, Hanan Samet",Performance of Data-Parallel Spatial Operations,Very Large Data Bases,1994,1
189,conf/vldb/HulgeriS03,950485,"Arvind Hulgeri, S. Sudarshan",AniPQO: Almost Non-intrusive Parametric Query Optimization for Nonlinear Cost Functions,VLDB,2003,"Daniel J. Abadi, Don Carney, Ugur Çetintemel, Mitch Cherniack, Christian Convey, Sangdon Lee, Michael Stonebraker, Nesime Tatbul, Stan Zdonik",Aurora: a new model and architecture for data stream management,The VLDB Journal — The International Journal on Very Large Data Bases,2003,0
190,conf/vldb/HumborstadSHT97,671022,"Maitrayi Sabaratnam, ystein Torbjrnsen, Rune Humborstad, Svein-Olaf Hvasshovd",1-Safe Algorithms for Symmetric Site Configurations,VLDB,1997,"Edward Y. Chang, Hector Garcia-Molina",Effective Memory Use in a Media Server,Very Large Data Bases,1997,0
191,conf/vldb/Huyn01,672037,Nam Huyn,Scientific OLAP for the Biotech Domain,VLDB,2001,Nam Huyn,Scientific OLAP for the Biotech Domain,Very Large Data Bases,2001,1
192,conf/vldb/HvasshovdTBH95,673319,"Svein-Olaf Hvasshovd, ystein Torbjrnsen, Svein Erik Bratsberg, Per Holager","The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response",VLDB,1995,"Eric Simon, Angelika Kotz Dittrich",Promises and Realities of Active Database Systems,Very Large Data Bases,1995,0
193,conf/vldb/JaedickeM99,671515,"Bernhard Mitschang, Michael Jaedicke",User-Defined Table Operators: Enhancing Extensibility for ORDBMS,VLDB,1999,"Michael Jaedicke, Bernhard Mitschang",User-Defined Table Operators: Enhancing Extensibility for ORDBMS,Very Large Data Bases,1999,1
194,conf/vldb/JagadishKNS99,671501,"Divesh Srivastava, Olga Kapitskaia, Raymond T. Ng, H. V. Jagadish",Multi-Dimensional Substring Selectivity Estimation,VLDB,1999,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",Multi-Dimensional Substring Selectivity Estimation,Very Large Data Bases,1999,1
195,conf/vldb/JarkeKL00,671688,"Matthias Jarke, Jrg Kller, Thomas List",The Challenge of Process Data Warehousing,VLDB,2000,"Matthias Jarke, Thomas List, Jörg Köller",The Challenge of Process Data Warehousing,Very Large Data Bases,2000,1
196,conf/vldb/KeimH99,671505,"Daniel A. Keim, Alexander Hinneburg",Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,VLDB,1999,"Alexander Hinneburg, Daniel A. Keim",Optimal Grid-Clustering: Towards Breaking the Curse of Dimensionality in High-Dimensional Clustering,Very Large Data Bases,1999,1
197,conf/vldb/KemperK94,615200,"Alfons Kemper, Donald Kossmann",Dual-Buffering Strategies in Object Bases,VLDB,1994,"Byung Suk Lee, Gio Wiederhold",Efficiently instantiating view-objects from remote relational databases,The VLDB Journal — The International Journal on Very Large Data Bases,1994,0
198,conf/vldb/KilgerM94,672981,"Christoph Kilger, Guido Moerkotte",Indexing Multiple Sets,VLDB,1994,"Christoph Kilger, Guido Moerkotte",Indexing Multiple Sets,Very Large Data Bases,1994,1
199,conf/vldb/KonopnickiS95,673148,"David Konopnicki, Oded Shmueli",W3QS: A Query System for the World-Wide Web,VLDB,1995,"David Konopnicki, Oded Shmueli",W3QS: A Query System for the World-Wide Web,Very Large Data Bases,1995,1
200,conf/vldb/LakshmananSS99,671511,"Fereidoon Sadri, Laks V. S. Lakshmanan, Subbu N. Subramanian",On Efficiently Implementing SchemaSQL on an SQL Database System,VLDB,1999,"Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",On Efficiently Implementing SchemaSQL on an SQL Database System,Very Large Data Bases,1999,1
201,conf/vldb/LeeL99,671354,"Tok Wang Ling, Sin Yeung Lee",Unrolling Cycles to Decide Trigger Termination,VLDB,1999,"Sin Yeung Lee, Tok Wang Ling",Unrolling Cycles to Decide Trigger Termination,Very Large Data Bases,1999,1
202,conf/vldb/Leymann01,757417,Frank Leymann,Managing Business Processes via Workflow Technology,VLDB,2001,Frank Leymann,Managing Business Processes via Workflow Technology,Very Large Data Bases,2001,1
203,conf/vldb/LiCHPALHAY01,672208,"Yusuf Akca, Cemal Yilmaz, K. Seluk Candan, Wen-Syan Li, Wei-Kuang Waine Huang, Qiong Luo, Divyakant Agrawal, Wang-Pin Hsiung, Oliver Po",Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,VLDB,2001,"Thomas Stöhr, Erhard Rahm",WARLOCK: A Data Allocation Tool for Parallel Warehouses,Very Large Data Bases,2001,0
204,conf/vldb/Lindsay95,615233,Bruce G. Lindsay,"DB2 Common Server: Technology, Progress, & Directions",VLDB,1995,"Gad M. Landau, Jeanette P. Schmidt, Vassilis J. Tsotras",Historical queries along multiple lines of time evolution,The VLDB Journal — The International Journal on Very Large Data Bases,1995,0
205,conf/vldb/LingLL00,671841,"Hua-Gang Li, Sin Yeung Lee, Tok Wang Ling",Hierarchical Compact Cube for Range-Max Queries,VLDB,2000,"Mehmet Altinel, Michael J. Franklin",Efficient Filtering of XML Documents for Selective Dissemination of Information,Very Large Data Bases,2000,0
206,conf/vldb/LuTD95,223855,"Kian-Lee Tan, Son Dao, Hongjun Lu",The Fittest Survives: An Adaptive Approach to Query Optimization,VLDB,1995,"Sergey Brin, James Davis, Héctor García-Molina",Copy detection mechanisms for digital documents,International Conference on Management of Data,1995,0
207,conf/vldb/LudasaherGM00,335415,"Bertram Ludscher, Amarnath Gupta, Maryann E. Martone",Model-Based Information Integration in a Neuroscience Mediator System,VLDB,2000,"Flip Korn, S. Muthukrishnan",Influence sets based on reverse nearest neighbor queries,International Conference on Management of Data,2000,0
208,conf/vldb/LudasaherGM00,671864,"Bertram Ludscher, Amarnath Gupta, Maryann E. Martone",Model-Based Information Integration in a Neuroscience Mediator System,VLDB,2000,"Bertram Ludäscher, Amarnath Gupta, Maryann E. Martone",Model-Based Information Integration in a Neuroscience Mediator System,Very Large Data Bases,2000,1
209,conf/vldb/ManolescuFK01,672034,"Ioana Manolescu, Donald Kossmann, Daniela Florescu",Answering XML Queries on Heterogeneous Data Sources,VLDB,2001,"Ashraf Aboulnaga, Alaa R. Alameldeen, Jeffrey F. Naughton",Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,Very Large Data Bases,2001,0
210,conf/vldb/MeccaCM01,672370,"Giansalvatore Mecca, Valter Crescenzi, Paolo Merialdo",RoadRunner: Towards Automatic Data Extraction from Large Web Sites,VLDB,2001,"Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo",RoadRunner: Towards Automatic Data Extraction from Large Web Sites,Very Large Data Bases,2001,1
211,conf/vldb/MiklauS03,872784,"Gerome Miklau, Dan Suciu",Controlling Access to Published Data Using Cryptography,VLDB,2003,"Bin He, Kevin Chen-Chuan Chang",Statistical schema matching across web query interfaces,International Conference on Management of Data,2003,0
212,conf/vldb/MillinerBP95,673144,"Athman Bouguettaya, Steven Milliner, Mike P. Papazoglou",A Scalable Architecture for Autonomous Heterogeneous Database Interactions,VLDB,1995,"Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou",A Scalable Architecture for Autonomous Heterogeneous Database Interactions,Very Large Data Bases,1995,1
213,conf/vldb/MorimotoIM97,673652,"Shinichi Morishita, Yasuhiko Morimoto, Hiromu Ishii",Efficient Construction of Regression Trees with Range and Region Splitting,VLDB,1997,"Peter Baumann, Paula Furtado, Roland Ritsch, Norbert Widmann",Geo/Environmental and Medical Data Management in the RasDaMan System,Very Large Data Bases,1997,0
214,conf/vldb/MoserKK95,223874,"Wolfgang Klas, Frank Moser, Achim Kraiss",L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,VLDB,1995,Robert Atkinson,Use of a component architecture in integrating relational and non-relational,International Conference on Management of Data,1995,0
215,conf/vldb/Norvag99,309870,Kjetil Nrvg,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,VLDB,1999,"E. Forte, F. Haenni, K. Warkentyne, E. Duval, K. Cardinaels, E. Vervaet, K. Hendrikx, M. Wentland Forte, F. Simillion",Semantic and pedagogic interoperability mechanisms in the ARIADNE educational repository,ACM SIGMOD Record,1999,0
216,conf/vldb/Ogawa96,673320,Yasushi Ogawa,Effective & Efficient Document Ranking without using a Large Lexicon,VLDB,1996,Yasushi Ogawa,Effective &; Efficient Document Ranking without using a Large Lexicon,Very Large Data Bases,1996,1
217,conf/vldb/OoiGT98,671029,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",Fast High-Dimensional Data Search in Incomplete Databases,VLDB,1998,"Beng Chin Ooi, Cheng Hian Goh, Kian-Lee Tan",Fast High-Dimensional Data Search in Incomplete Databases,Very Large Data Bases,1998,1
218,conf/vldb/PalpanasSCP02,565135,"Themistoklis Palpanas, Richard Sidle, Hamid Pirahesh, Roberta Cochrane",Incremental Maintenance for Non-Distributive Aggregate Functions,VLDB,2002,Joachim Hammer,Report on the ACM fourth international workshop on data warehousing and OLAP (DOLAP 2001),ACM SIGMOD Record,2002,0
219,conf/vldb/PapadiasMD98,671163,"Nikos Mamoulis, Dimitris Papadias, Vasilis Delis",Algorithms for Querying by Spatial Structure,VLDB,1998,"Dimitris Papadias, Nikos Mamoulis, Vasilis Delis",Algorithms for Querying by Spatial Structure,Very Large Data Bases,1998,1
220,conf/vldb/Pogue98,671174,Amy Pogue,Oracle Industrial Exhibit,VLDB,1998,Amy Pogue,Oracle Industrial Exhibit,Very Large Data Bases,1998,1
221,conf/vldb/RamamrithamABEGP00,672007,"Michael Eitan, Valerie Gregg, Carlo Batini, D. B. Phatak, Yeha El Atfi, Krithi Ramamritham","Social, Educational, and Governmental Change Enabled through Information Technology",VLDB,2000,"Krithi Ramamritham, Yeha El Atfi, Carlo Batini, Michael Eitan, Valerie Gregg, D. B. Phatak","Social, Educational, and Governmental Change Enabled through Information Technology",Very Large Data Bases,2000,1
222,conf/vldb/RamanRH99,304200,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman",Online Dynamic Reordering for Interactive Data Processing,VLDB,1999,"Ju-Hong Lee, Deok-Hwan Kim, Chin-Wan Chung",Multi-dimensional selectivity estimation using compressed histogram information,International Conference on Management of Data,1999,0
223,conf/vldb/RizviH02,507355,"Shariq Rizvi, Jayant R. Haritsa",Maintaining Data Privacy in Association Rule Mining,VLDB,2002,"Ian H. Witten, Eibe Frank",Data mining: practical machine learning tools and techniques with Java implementations,ACM SIGMOD Record,2002,0
224,conf/vldb/RothS97,670992,"Peter M. Schwarz, Mary Tork Roth","Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources",VLDB,1997,"Mary Tork Roth, Peter M. Schwarz","Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources",Very Large Data Bases,1997,1
225,conf/vldb/Sacks-Davis96,673331,Ron Sacks-Davis,The Structured Information Manager: A Database System for SGML Documents,VLDB,1996,"Sin Yeung Lee, Tok Wang Ling",Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,Very Large Data Bases,1996,0
226,conf/vldb/SchindlerAG03,950487,"Anastassia Ailamaki, Jiri Schindler, Gregory R. Ganger",Lachesis: Robust Database Storage Management Based on Device-specific Performance Characteristics,VLDB,2003,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan","Watermarking relational data: framework, algorithms and analysis",The VLDB Journal — The International Journal on Very Large Data Bases,2003,0
227,conf/vldb/Schnase00,336587,John L. Schnase,Research Directions in Biodiversity Informatics,VLDB,2000,"Chong Leng Goh, Beng Chin Ooi, Stephane Bressan, Kian-Lee Tan",Integrating replacement policies in StorM: an extensible approach,International Conference on Management of Data,2000,0
228,conf/vldb/Schoning98,276329,Harald Schning,The ADABAS Buffer Pool Manager,VLDB,1998,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",Simultaneous optimization and evaluation of multiple dimensional queries,International Conference on Management of Data,1998,0
229,conf/vldb/SeshadriLR96,673634,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",The Design and Implementation of a Sequence Database System,VLDB,1996,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",The Design and Implementation of a Sequence Database System,Very Large Data Bases,1996,1
230,conf/vldb/ShivakumarGC98,276327,"Hector Garcia-Molina, Narayanan Shivakumar, Chandra Chekuri",Filtering with Approximate Predicates,VLDB,1998,"Yannis Kotidis, Nick Roussopoulos",An alternative storage organization for ROLAP aggregate views based on cubetrees,International Conference on Management of Data,1998,0
231,conf/vldb/SimonD95,212017,"Eric Simon, Angelika Kotz Dittrich",Promises and Realities of Active Database Systems,VLDB,1995,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",METU interoperable database system,ACM SIGMOD Record,1995,0
232,conf/vldb/Suciu96a,673488,Dan Suciu,Implementation and Analysis of a Parallel Collection Query Language,VLDB,1996,Dan Suciu,Implementation and Analysis of a Parallel Collection Query Language,Very Large Data Bases,1996,1
233,conf/vldb/TanEO01,672217,"Pin-Kwang Eng, Kian-Lee Tan, Beng Chin Ooi",Efficient Progressive Skyline Computation,VLDB,2001,"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",Efficient Progressive Skyline Computation,Very Large Data Bases,2001,1
236,conf/vldb/Tsur00,671853,Shalom Tsur,Data Mining in the Bioinformatics Domain,VLDB,2000,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, Øystein Torbjørnsen",An Ultra Highly Available DBMS,Very Large Data Bases,2000,0
237,conf/vldb/Uhl02,507346,Axel Uhl,A Bandwidth Model for Internet Search,VLDB,2002,HyoungDo Kim,Conceptual modeling and specification generation for B2B business processes based on ebXML,ACM SIGMOD Record,2002,0
238,conf/vldb/UrhanF01,375777,"Tolga Urhan, Michael J. Franklin",Dynamic Pipeline Scheduling for Improving Interactive Query Performance,VLDB,2001,"Hans-Peter Kriegel, Andreas Müller, Marco Pötke, Thomas Seidl",Spatial data management for computer aided design,International Conference on Management of Data,2001,0
239,conf/vldb/VriesDBA99,671528,"Mark G. L. M. van Doorn, Arjen P. de Vries, Henk M. Blanken, Peter M. G. Apers",The Mirror MMDBMS Architecture,VLDB,1999,Goetz Graefe,The Value of Merge-Join and Hash-Join in SQL Server,Very Large Data Bases,1999,0
240,conf/vldb/Wang95,673152,Yun Wang,DB2 Query Parallelism: Staging and Implementation,VLDB,1995,Yun Wang,DB2 Query Parallelism: Staging and Implementation,Very Large Data Bases,1995,1
241,conf/vldb/WangHH00,335494,"Jiawei Han, Ke Wang, Yu He",Mining Frequent Itemsets Using Support Constraints,VLDB,2000,"Leonidas Fegaras, Chandrasekhar Srinivasan, Arvind Rajendran, David Maier",lambda-DB: an ODMG-based object-oriented DBMS,International Conference on Management of Data,2000,0
242,conf/vldb/XinHLW03,959084,"Jiawei Han, Xiaolei Li, Benjamin W. Wah, Dong Xin",Star-Cubing: Computing Iceberg Cubes by Top-Down and Bottom-Up Integration,VLDB,2003,Paolo Giorgini,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),ACM SIGMOD Record,2003,0
243,conf/vldb/YagoubFIV00,672020,"Khaled Yagoub, Patrick Valduriez, Valrie Issarny, Daniela Florescu",Caching Strategies for Data-Intensive Web Sites,VLDB,2000,"Khaled Yagoub, Daniela Florescu, Valérie Issarny, Patrick Valduriez",Caching Strategies for Data-Intensive Web Sites,Very Large Data Bases,2000,1
244,conf/vldb/YagoubFIV00a,758379,"Valrie Issarny, Patrick Valduriez, Khaled Yagoub, Daniela Florescu",Building and Customizing Data-Intensive Web Sites Using Weave,VLDB,2000,"Khaled Yagoub, Daniela Florescu, Valérie Issarny, Patrick Valduriez",Building and Customizing Data-Intensive Web Sites Using Weave,Very Large Data Bases,2000,1
245,conf/vldb/YanA94,673003,"Jurgen Annevelink, Tak W. Yan",Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,VLDB,1994,"Christine Collet, Thierry Coupaye, T. Svensen",NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,Very Large Data Bases,1994,0
246,conf/vldb/YanG95,223852,"Tak W. Yan, Hector Garcia-Molina",Duplicate Removal in Information System Dissemination,VLDB,1995,"Steven Berson, Leana Golubchik, Richard R. Muntz",Fault tolerant design of multimedia servers,International Conference on Management of Data,1995,0
247,conf/vldb/YanL95,673169,"Weipeng P. Yan, Per-ke Larson",Eager Aggregation and Lazy Aggregation,VLDB,1995,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",A Cost Model for Clustered Object-Oriented Databases,Very Large Data Bases,1995,0
248,conf/vldb/YiF00,671689,"Christos Faloutsos, Byoung-Kee Yi",Fast Time Sequence Indexing for Arbitrary Lp Norms,VLDB,2000,"Byoung-Kee Yi, Christos Faloutsos",Fast Time Sequence Indexing for Arbitrary Lp Norms,Very Large Data Bases,2000,1
249,conf/vldb/ZhangL97,671006,"Weiye Zhang, Per-ke Larson",Dynamic Memory Adjustment for External Mergesort,VLDB,1997,"Weiye Zhang, Per-Åke Larson",Dynamic Memory Adjustment for External Mergesort,Very Large Data Bases,1997,1
250,conf/vldb/ZurekS99,671667,"Thomas Zurek, Markus Sinnwell",Datawarehousing Has More Colours Than Just Black & White,VLDB,1999,"H. V. Jagadish, J. Madar, Raymond T. Ng",Semantic Compression and Pattern Extraction with Fascicles,Very Large Data Bases,1999,0
251,journals/sigmod/AbelTK97,248608,"David J. Abel, Dean Kuo, Kerry L. Taylor",Integrating Modelling Systems for Environmental Management Information Systems,SIGMOD Record,1997,"Wolf-Fritz Riekert, Roland Mayer-Föll, Gerlinde Wiest",UIS-management of data and services in the environmental information systems of Baden-Württemberg,ACM SIGMOD Record,1997,0
252,journals/sigmod/Aberer03d,959078,Karl Aberer,Book review column,SIGMOD Record,2003,Karl Aberer,Book review column,ACM SIGMOD Record,2003,1
253,journals/sigmod/BallMRZ02,637430,"Michael O. Ball, Louiqa Raschid, Meng Ma, Zhengying Zhao",Supply Chain Infrastructures: System Integration and Information Sharing,SIGMOD Record,2002,"Amit Sheth, Robert Meersman",Amicalola report: database and information systems research challenges and opportunities in semantic web and enterprises,ACM SIGMOD Record,2002,0
254,journals/sigmod/BarbaraCJW01,672193,"Daniel Barbar, Sushil Jajodia, Ningning Wu, Julia Couto",ADAM: A Testbed for Exploring the Use of Data Mining in Intrusion Detection,SIGMOD Record,2001,"Beverly Yang, Hector Garcia-Molina",Comparing Hybrid Peer-to-Peer Systems,Very Large Data Bases,2001,0
255,journals/sigmod/BarbaraCJW01,672199,"Daniel Barbar, Sushil Jajodia, Ningning Wu, Julia Couto",ADAM: A Testbed for Exploring the Use of Data Mining in Intrusion Detection,SIGMOD Record,2001,"Michael J. Carey, Steve Kirsch, Mary Roth, Bert Van der Linden, Nicolas Adiba, Michael Blow, Daniela Florescu, David Li, Ivan Oprencak, Rajendra Panwar, Runping Qi, David Rieber, John C. Shafer, Brian Sterling, Tolga Urhan, Brian Vickery, Dan Wineman, Kuan Yee",The Propel Distributed Services Platform,Very Large Data Bases,2001,0
256,journals/sigmod/BarbaraS97,248606,"Daniel Barbar, Mark Sullivan",Quasi-Cubes: Exploiting Approximations in Multidimensional Databases,SIGMOD Record,1997,"Anthony Tomasic, Eric Simon",Improving access to environmental data using context information,ACM SIGMOD Record,1997,0
257,journals/sigmod/BernsteinDK99,304580,"Mark Klein, Abraham Bernstein, Chrysanthos Dellarocas","Towards Adaptive Workflow Systems, CSCW-98 Workshop Report",SIGMOD Record,1999,"Tong Zhou, Ling Liu, Calton Pu",TAM: a system for dynamic transactional activity management,International Conference on Management of Data,1999,0
258,journals/sigmod/BertinoEH01,373684,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Said Hacid",Quality of Service in Multimedia Digital Libraries,SIGMOD Record,2001,"Elisa Bertino, Ahmed K. Elmagarmid, Mohand-Saïd Hacid",Quality of service in multimedia digital libraries,ACM SIGMOD Record,2001,1
259,journals/sigmod/BohmR94,190635,"Thomas C. Rakow, Klemens Bhm",Metadata for Multimedia Documents,SIGMOD Record,1994,"Klemens Böhm, Thomas C. Rakow",Metadata for multimedia documents,ACM SIGMOD Record,1994,1
260,journals/sigmod/BoucelmaCGJLL02,507356,"Carole A. Goble, Omar Boucelma, Silvana Castano, Vanja Josifovski, Zo Lacroix, Bertram Ludscher",Report on the EDBT'02 Panel on Scientific Data Integration,SIGMOD Record,2002,Michael Dertouzos,What will be,ACM SIGMOD Record,2002,0
