#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.title,rtable.title,ltable.authors,rtable.authors,ltable.venue,rtable.venue,ltable.year,rtable.year,gold
179,conf/vldb/GarofalakisI97,671004,Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources,Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources,"Yannis E. Ioannidis, N. Garofalakis","Minos N. Garofalakis, Yannis",VLDB,Very Large Data Bases,1997,1997,1
180,conf/vldb/GarofalakisRS99,671514,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,SPIRIT: Sequential Pattern Mining with Regular Expression Constraints,"Rajeev Rastogi, Kyuseok Shim, Minos N. Garofalakis","Minos N. Garofalakis, Rajeev Rastogi, Kyuseok Shim",VLDB,,,1999,1
181,conf/vldb/GibbonsMP97,673669,,Fast Incremental Maintenance of Approximate Histograms,"Yossi Matias, Phillip B. Gibbons, Viswanath Poosala","Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",VLDB,Very Large Data Bases,1997,1997,1
182,conf/vldb/GinisHKMT97,670997,Data Manager for Evolvable Real-time Command and Control Systems,Data Manager for Evolvable Real-time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer","Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",VLDB,Very Large Data Bases,1997,1997,1
183,conf/vldb/GravanoIJKMS01,253389,Approximate String Joins in a Database (Almost) for Free,The Context Interchange mediator prototype,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas","S. Bressan, C. H. Goh, K. Fynn, M. Jakobisiak, K. Hussein, H. Kon, T. Lee, S. Madnick, T. Pena, J. Qu, A. Shum, M. Siegel",VLDB,International Conference on Management of Data,2001,1997,0
184,conf/vldb/Gupta96,673324,The Changing Landscape of the Software Industry and its Implications,The Changing Landscape of the Software Industry and its Implications for India,Umang Gupta,Umang Gupta,VLDB,Very Large Data Bases,1996,,1
185,conf/vldb/GutierrezPST94,672976,Database Graph Views: A Practical Model to Manage Persistent Graphs,Database Graph Views: A Practical Model to Manage Persistent Graphs,"Alejandro Gutirrez, Philippe Pucheral, Jean-Marc Thvenin, Hermann Steffen",,VLDB,Very Large Data Bases,1994,1994,1
186,conf/vldb/HaasKU99,672368,Loading a Cache with Query Results,Answering XML Queries on Heterogeneous Data Sources,"Ioana Ursu, Donald Kossmann, Laura M. Haas","Ioana Manolescu, Daniela Florescu, Donald Kossmann",VLDB,Very Large Data Bases,1999,2001,0
187,conf/vldb/HaasNSS95,758363,Sampling-Based Estimation of the Number of Distinct Values of an Attribute,Cache Conscious Algorithms for Relational Query Processing,"Peter J. Haas, Lynne Stokes, S. Seshadri, Jeffrey F. Naughton","Ambuj Shatdal, Chander Kant, Jeffrey F. Naughton",VLDB,Very Large Data Bases,1995,1994,0
188,conf/vldb/Hallmark95,673156,The Oracle Warehouse,The Oracle Warehouse,Gary Hallmark,Gary Hallmark,VLDB,Very Large Data Bases,1995,1995,1
189,conf/vldb/HammadFAE03,375716,Scheduling for shared window joins over data streams,Modeling high-dimensional index structures using sampling,"Michael J. Franklin, Moustafa A. Hammad, Ahmed K. Elmagarmid, Walid G. Aref",,VLDB,International Conference on Management of Data,2003,2001,0
190,conf/vldb/HellersteinNP95,673145,Generalized Search Trees for Database Systems,Generalized Search Trees for Database Systems,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein",,VLDB,Very Large Data Bases,1995,1995,1
191,conf/vldb/HellersteinNP95,765553,Generalized Search Trees for Database Systems,Concurrency control in hierarchical multidatabase systems,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein","Sharad Mehrotra, Henry F. Korth, Avi Silberschatz",VLDB,The VLDB Journal  The International Journal on Very Large Data Bases,1995,1997,0
192,conf/vldb/HvasshovdTBH95,673136,"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","Svein-Olaf Hvasshovd, ystein Torbjrnsen, Svein Erik Bratsberg, Per Holager","Svein-Olaf Hvasshovd, ystein Torbjrnsen, Svein Erik Bratsberg, Per Holager",VLDB,Very Large Data Bases,1995,1995,1
193,conf/vldb/IshikawaSF98,673658,MindReader: Querying Databases Through Multiple Examples,Multidimensional Access Methods: Trees Have Grown Everywhere,"Ravishankar Subramanya, Christos Faloutsos, Yoshiharu Ishikawa","Timos K. Sellis, Nick Roussopoulos, Christos Faloutsos",VLDB,,1998,1997,0
194,conf/vldb/IyerW94,672970,Data Compression Support in Databases,Data Compression Support in Databases,"David Wilhite, Balakrishna R. Iyer","Balakrishna R. Iyer, David Wilhite",VLDB,Very Large Data Bases,1994,1994,1
195,conf/vldb/JagadishKMPSS98,671191,Optimal Histograms with Quality Guarantees,Optimal Histograms with Guarantees,"S. Muthukrishnan, H. V. Jagadish, Kenneth C. Sevcik, Torsten Suel, Nick Koudas, Viswanath Poosala","H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Viswanath Poosala, Kenneth C. Sevcik, Torsten Suel",VLDB,Very Large Data Bases,1998,1998,1
196,conf/vldb/JagadishKNS99,304235,Multi-Dimensional Substring Selectivity Estimation,,"Divesh Srivastava, Olga Kapitskaia, Raymond T. Ng, H. V. Jagadish","Vishu Krishnamurthy, Sandeepan Banerjee, Anil Nori",VLDB,International Conference on Management of Data,1999,1999,0
197,conf/vldb/Jamil97,673648,Implementing Abstract Objects with Inheritance,Implementing Abstract Objects with Inheritance in Datalogneg,Hasan M. Jamil,Hasan M. Jamil,VLDB,Very Large Data Bases,,1997,1
198,conf/vldb/JiangSLB00,603878,The BT-tree: A Branched and Temporal Access Method,The evolution of effective B-tree: page organization and techniques: a personal account,"David B. Lomet, Betty Salzberg, Linan Jiang, Manuel Barrena Garca",David Lomet,VLDB,ACM SIGMOD Record,2000,2001,0
199,conf/vldb/KahveciS01,672028,Efficient Index Structures for String Databases,Efficient Index Structures for String Databases,,"Tamer Kahveci, Ambuj K. Singh",VLDB,Very Large Data Bases,2001,2001,1
200,conf/vldb/KilgerM94,672981,Indexing Multiple Sets,Indexing Multiple data sets,,"Christoph Kilger, G Moerkotte",VLDB,Very Large Data Bases,1994,1994,1
201,conf/vldb/Klots96,673483,Cache Coherency in Oracle Server,Cache Coherency in Oracle Parallel Server,Boris Klots,Boris Klots,VLDB,Very Large Data Bases,1996,1996,1
202,conf/vldb/KonopnickiS95,673148,W3QS: A Query System for the World-Wide Web,W3QS: A Query System for the World-Wide Web,"David Konopnicki, Oded Shmueli","David Konopnicki, Oded Shmueli",VLDB,Very Large Data Bases,1995,1995,1
203,conf/vldb/KornLKF98,671025,"Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining",Ratio Rules: A New Paradigm for Fast and Quantifiable Data Mining,"Yannis Kotidis, C Faloutsos, Flip Korn, Alexandros Labrinidis","Flip Korn, Alexandros Labrinidis, Yannis Kotidis, Christos Faloutsos",VLDB,Very Large Data Bases,1998,1998,1
204,conf/vldb/LabrinidisR01,253276,Update Propagation Strategies for Improving the Quality of Data on the Web,Cubetree: organization of and bulk incremental updates on the data cube,"Nick Roussopoulos, Alexandros Labrinidis","Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",VLDB,International Conference on Management of Data,2001,1997,0
205,conf/vldb/LakshmananJN00,764218,The 3W Model and Algebra for Unified Data Mining,Distance-based outliers: algorithms and applications,"Laks V. S. Lakshmanan, Raymond T. Ng, Theodore Johnson","Edwin M. Knorr, Raymond T. Ng, Vladimir Tucakov",VLDB,The VLDB Journal  The International Journal on Very Large Data Bases,2000,2000,0
206,conf/vldb/LamKR02,564781,RTMonitor: Real-Time Data Monitoring Using Mobile Agent Technologies,CubeExplorer: online exploration of data cubes,"Kam-yiu Lam, Krithi Ramamritham, Alan Kwan","Jiawei Han, Jianyong Wang, Guozhu Dong, Jian Pei, Ke Wang",VLDB,International Conference on Management of Data,2002,2002,0
207,conf/vldb/LaneEN00,187458,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)",Medical information systems: characterization and challenges,"James L. Edwards, Meridith A. Lane, Ebbe Nielsen","Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson",VLDB,ACM SIGMOD Record,2000,1994,0
208,conf/vldb/LuL00,671686,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,Decision Tables: Scalable Classification Exploring RDBMS Capabilities,"Hongyan Liu, Hongjun","Hongjun Lu, H Liu",VLDB,Very Large Data Bases,2000,2000,1
209,conf/vldb/LubbersGJ03,872778,Systematic Development of Data Mining-Based Data Quality Tools,Efficient processing of joins on set-valued attributes,"Matthias Jarke, Udo Grimmer, Dominik Lbbers",Nikos Mamoulis,VLDB,International Conference on Management of Data,2003,2003,0
210,conf/vldb/LuoN01,672041,Form-Based Proxy Caching for Database-Backed Web Sites,Form-Based Proxy Caching for Database-Backed Web Sites,"Jeffrey F. Naughton, Qiong Luo","Qiong Luo, Jeffrey F. Naughton",VLDB,Very Large Data Bases,2001,2001,1
211,conf/vldb/ManolescuFK01,672175,Answering XML Queries on Heterogeneous Data Sources,Storage and Querying of E-Commerce Data,"Ioana Manolescu, Donald Kossmann, Daniela Florescu","Rakesh Agrawal, Amit Somani, Yirong Xu",VLDB,Very Large Data Bases,2001,2001,0
212,conf/vldb/McKennaBHT96,673476,EROC: A Toolkit for Building NEATO Query Optimizers,EROC: A Toolkit for Building NEATO Query Optimizers,"Melissa Truong, Louis Burger, William J. McKenna, Chi Hoang",,VLDB,Very Large Data Bases,1996,1996,1
213,conf/vldb/MehtaD95,673299,Managing Intra-operator Parallelism in Parallel Database Systems,Managing Intra-operator Parallelism in Parallel Database Systems,"David J. DeWitt, Manish Mehta","Manish Mehta, David J. DeWitt",VLDB,Very Large Data Bases,1995,1995,1
214,conf/vldb/MillerHH00,304574,Schema Mapping as Query Discovery,Evolvable view environment (EVE): non-equivalent view maintenance under schema changes,"Rene J. Miller, Mauricio A. Hernndez, Laura M. Haas","E. A. Rundensteiner, A. Koeller, X. Zhang, A. J. Lee, A. Nica, A. Van Wyk, Y. Lee",VLDB,International Conference on Management of Data,2000,1999,0
215,conf/vldb/MillinerBP95,673144,A Scalable Architecture for Autonomous Heterogeneous Database Interactions,A Scalable Architecture for Autonomous Heterogeneous Interactions,,"Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou",VLDB,Very Large Data Bases,1995,1995,1
216,conf/vldb/MohanBWSZ00,304239,Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes,DataBlitz storage manager: main-memory database performance for critical applications,"C. Mohan, S. Watts, Ron Barber, Amit Somani, Markos Zaharioudakis","J. Baulier, P. Bohannon, S. Gogate, C. Gupta, S. Haldar",VLDB,International Conference on Management of Data,2000,1999,0
217,conf/vldb/MuntzR94,190644,A Requirement-Based Approach to Data Modeling and Re-Engineering,Using metadata for the intelligent browsing of structured media objects,"Christian T. Ramiller, Alice H. Muntz","William I. Grosky, Farshad Fotouhi, Ishwar K. Sethi, Bogdan Capatina",VLDB,ACM SIGMOD Record,1994,1994,0
218,conf/vldb/Norvag99,758375,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,Kjetil Nrvg,Kjetil N,VLDB,Very Large Data Bases,1999,1999,1
219,conf/vldb/OlstonW00,671877,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,"Jennifer Widom,  C Olston","Chris Olston, Jennifer Widom",VLDB,Very Large Data Bases,2000,2000,1
220,conf/vldb/OuzzaniAB94,672989,A Top-Down Approach for Two Level Serializability,A Top-Down Approach for Two Level Serializability,"N. L. Belkhodja, Mourad Ouzzani, M. A. Atroun","M. Ouzzani, M. A. Atroun, N. L. Belkhodja",VLDB,Very Large Data Bases,1994,1994,1
221,conf/vldb/PalpanasSCP02,233360,Incremental Maintenance for Non-Distributive Aggregate Functions,Cost-based optimization for magic: algebra and implementation,"Themistoklis Palpanas, Richard Sidle, Hamid Pirahesh, Roberta Cochrane","Praveen Seshadri, Joseph M. Hellerstein, Hamid Pirahesh, T. Y. Cliff Leung, Raghu Ramakrishnan, Divesh Srivastava, Peter J. Stuckey, S. Sudarshan",VLDB,International Conference on Management of Data,2002,1996,0
222,conf/vldb/PantiSG00,671693,A Case-Based Approach to Information Integration,A Case-Based Approach to Information Integration,"Maurizio Panti, Alberto Giretti, Luca Spalazzi","Maurizio Panti, Luca Spalazzi, Alberto Giretti",VLDB,Very Large Data Bases,2000,2000,1
223,conf/vldb/PapakonstantinouAG96,381879,Object Fusion in Mediator Systems,Improving timeliness in real-time secure database systems,"Yannis Papakonstantinou, Hector Garcia-Molina, Serge Abiteboul","Sang H. Son, Rasikan David, Bhavani Thuraisingham",VLDB,ACM SIGMOD Record,1996,1996,0
224,conf/vldb/Raghavan96,673463,Loading the Data Warehouse Across Various Parallel Architectures,Loading the Data Warehouse Across Various Parallel Architectures,Vijay V. Raghavan,Vijay V. Raghavan,,Very Large Data Bases,1996,1996,1
225,conf/vldb/Ramaswamy00,672012,E.piphany Epicenter Technology Overview,E.piphany Epicenter Technology Overview,Sridhar Ramaswamy,Sridhar Ramaswamy,VLDB,Very Large Data Bases,2000,2000,1
226,conf/vldb/RaoR99,671362,Cache Conscious Indexing for Decision-Support in Main Memory,Cache Conscious Indexing for Decision-Support in Main Memory,"Kenneth A. Ross, Jun Rao","Jun Rao, Kenneth A. Ross",VLDB,Very Large Data Bases,1999,1999,1
227,conf/vldb/RezendeS98,671195,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,"Gnter Sauter, Fernando de Ferreira Rezende","Fernando de Ferreira Rezende, Gnter Sauter",VLDB,Very Large Data Bases,1998,,1
228,conf/vldb/RiedelGF98,671345,Active Storage for Large-Scale Data Mining and Multimedia,Active Storage for Large-Scale Data Mining and Multimedia,"Garth A. Gibson, Erik Riedel, Christos Faloutsos","Erik Riedel, Garth A. Gibson, Christos Faloutsos",VLDB,Very Large Data Bases,1998,1998,1
229,conf/vldb/RisheYACLMVSV00,671681,Semantic Access: Semantic Interface for Querying Databases,Semantic Access: Semantic Interface for Querying,"Naphtali Rishe, Rukshan Athauda, Artyom Shaposhnikov, Jun Yuan, Dmitry Vasilevsky, Xiaoling Lu, Xiaobin Ma, Shu-Ching Chen, Alexander Vaschillo","Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",VLDB,Very Large Data Bases,2000,2000,1
230,conf/vldb/RosenthalS94,672973,Data Integration in the Large: The Challenge of Reuse,Data Integration in the Large: The Challenge,"Leonard J. Seligman, Arnon Rosenthal","Arnon Rosenthal, Leonard J. Seligman",VLDB,Very Large Data Bases,1994,1994,1
231,conf/vldb/RoussopoulosK98,253276,The Cubetree Storage Organization,Cubetree: organization of and bulk incremental updates on the data cube,"Yannis Kotidis, Nick Roussopoulos","Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",VLDB,International Conference on Management of Data,1998,1997,0
232,conf/vldb/SakuraiYKU01,603869,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Advanced XML data processing: guest editor's introduction,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",Karl Aberer,VLDB,ACM SIGMOD Record,2001,2001,0
233,conf/vldb/SakuraiYKU01,672024,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka","Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",VLDB,Very Large Data Bases,2001,2001,1
234,conf/vldb/Sarawagi95,223851,Query Processing in Tertiary Memory Databases,The SPIFFI scalable video-on-demand system,Sunita Sarawagi,"Craig S. Freedman, David J. DeWitt",VLDB,International Conference on Management of Data,1995,1995,0
235,conf/vldb/SarawagiBKM02,564798,ALIAS: An Active Learning led Interactive Deduplication System,"Database tuning: principles, experiments, and troubleshooting techniques (part I)","Anuradha Bhamidipaty, Sunita Sarawagi, Chandra Mouli, Alok Kirpal","Dennis Shasha, Philippe Bonnet",VLDB,,2002,2002,0
236,conf/vldb/SavasereON95,673300,An Efficient Algorithm for Mining Association Rules in Large Databases,An Efficient Algorithm for Mining Association Rules in Large Databases,"Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere","Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",VLDB,Very Large Data Bases,1995,1995,1
237,conf/vldb/Schoning98,375792,The ADABAS Buffer Pool Manager,XML data management (panel session): go native or spruce up relational systems?,Harald Schning,"Per-ke Larson, Dana Florescu, Goetz Graefe, Guido Moerkotte, Hamid Pirahesh, Harald Schning",VLDB,International Conference on Management of Data,1998,2001,0
238,conf/vldb/SeegerBBKSDS01,672371,XXL - A Library Approach to Supporting Efficient Implementations of  Database Queries,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,,"Jochen Van den Bercken, Bjrn Blohsfeld, Jens-Peter Dittrich, Jrgen Krmer, Tobias Schfer, Martin Schneider, Bernhard Seeger",VLDB,Very Large Data Bases,2001,2001,1
239,conf/vldb/ShaferA97,671018,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,"Rakesh Agrawal, John C. Shafer","John C. Shafer, Rakesh Agrawal",VLDB,Very Large Data Bases,1997,1997,1
240,conf/vldb/ShaferA97,673648,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,Implementing Abstract Objects with Inheritance in Datalogneg,"Rakesh Agrawal, John C. Shafer",Hasan M. Jamil,VLDB,Very Large Data Bases,1997,1997,0
241,conf/vldb/ShanmugasundaramKSFF01,671499,Querying XML Views of Relational Data,Relational Databases for Querying XML Documents: Limitations and Opportunities,"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk","Jayavel Shanmugasundaram, Kristin Tufte, Chun Zhang, Gang He, David J. DeWitt, Jeffrey F. Naughton",VLDB,Very Large Data Bases,2001,1999,0
242,conf/vldb/ShanmugasundaramKSFF01,671695,Querying XML Views of Relational Data,Efficiently Publishing Relational Data as XML Documents,"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk","Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",VLDB,Very Large Data Bases,2001,2000,0
243,conf/vldb/ShanmugasundaramSBCLPR00,767144,Efficiently Publishing Relational Data as XML Documents,Efficiently publishing relational data as XML documents,"Berthold Reinwald, Jayavel Shanmugasundaram, Michael J. Carey, Eugene J. Shekita, Hamid Pirahesh, Bruce G. Lindsay, Rimon Barr","Jayavel Shanmugasundaram, Eugene Shekita, Rimon Barr, Michael Carey, Bruce Lindsay, Hamid Pirahesh, Berthold Reinwald",VLDB,The VLDB Journal  The International Journal on Very Large Data Bases,2000,2001,1
244,conf/vldb/SheikholeslamiCZ98,671342,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,"Surojit Chatterjee, Gholamhosein Sheikholeslami, Aidong Zhang","Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",VLDB,Very Large Data Bases,1998,1998,1
245,conf/vldb/ShethKMWDLPLS96,673468,Supporting State-Wide Immunisation Tracking Using  Workflow Technology,Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Devashish Worah, Souvik Das, Ivan Shevchenko, Amit P. Sheth, John A. Miller, Chenye Lin, Devanand Palaniswami, Krys Kochut, John Lynch","Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",VLDB,Very Large Data Bases,1996,1996,1
246,conf/vldb/SreenathS94,181557,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,Towards an infrastructure for temporal databases: report of an invitational ARPA/NSF workshop,"B. Sreenath, S. Seshadri","Niki Pissinou, Richard Thomas Snodgrass, Ramez Elmasri, Inderpal S. Mumick, Tamer zsu, Barbara Pernici, Arie Segev, Babis Theodoulidis, Umeshwar Dayal",VLDB,ACM SIGMOD Record,1994,1994,0
247,conf/vldb/SrivastavaDJL96,673627,Answering Queries with Aggregation Using Views,Answering Queries with Aggregation Using Views,"H. V. Jagadish, Shaul Dar, Divesh Srivastava, Alon Y. Levy","Divesh Srivastava, Shaul Dar, H. V. Jagadish, Alon Y. Levy",VLDB,Very Large Data Bases,1996,1996,1
248,conf/vldb/Suciu96,673629,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciu,Dan Suciu,VLDB,Very Large Data Bases,1996,1996,1
249,conf/vldb/TanSHCR01,375755,Walking Through a Very Large Virtual Environment in Real-time,REVIEW: a real-time virtual walkthrough system,"Yixin Ruan, Kian-Lee Tan, Jason Chionh, Lidan Shou, Zhiyong Huang","L. Shou, C. H. Chionh, Z. Huang, Y. Ruan, Kian-Lee Tan",VLDB,International Conference on Management of Data,2001,2001,0
250,conf/vldb/TeisseirePC94,672831,Towards Event-Driven Modelling for Database Design,Towards Event-Driven Modelling for Database Design,"Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti","Maguelonne Teisseire, Pascal Poncelet, Rosine Cicchetti",VLDB,Very Large Data Bases,1994,1994,1
251,conf/vldb/TsatalosSI94,672990,The GMAP: A Versatile Tool for Physical Data Independence,The GMAP: A Versatile Tool for Physical Data Independence,"Marvin H. Solomon, Yannis E. Ioannidis, Odysseas G. Tsatalos","Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",VLDB,Very Large Data Bases,1994,1994,1
252,conf/vldb/VenkataramanZ98,671028,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"Shivakumar Venkataraman, Tian Zhang","Shivakumar Venkataraman, Zhang",VLDB,Very Large Data Bases,1998,1998,1
253,conf/vldb/VorugantiOU99,671024,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs,"M. Tamer zsu, Kaladhar Voruganti, Ronald C. Unrau","M. Tamer zsu, Kaladhar Voruganti, Ronald C. Unrau",VLDB,Very Large Data Bases,1999,1998,0
254,conf/vldb/VorugantiOU99,671363,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"M. Tamer zsu, Kaladhar Voruganti, Ronald C. Unrau","Kaladhar Voruganti, M. Tamer zsu, Ronald C. Unrau",VLDB,Very Large Data Bases,1999,1999,1
255,conf/vldb/WaasCB01,672026,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,"Paolo Ciaccia, Florian Waas, Ilaria Bartolini","Ilaria Bartolini, Paolo Ciaccia, Florian Waas",VLDB,Very Large Data Bases,2001,2001,1
256,conf/vldb/WienerN95,673168,OODB Bulk Loading Revisited: The Partitioned-List Approach,OODB Bulk Loading Revisited: The Partitioned-List Approach,"Jeffrey F. Naughton, Janet L. Wiener","Janet L. Wiener, Jeffrey F. Naughton",VLDB,Very Large Data Bases,,1995,1
257,conf/vldb/WildfogelY97,670998,Efficient Testing of High Transaction Processing Systems,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni","D. Wildfogel, Ramana Yerneni",VLDB,Very Large Data Bases,1997,1997,1
258,conf/vldb/YangKL97,673657,Algorithms for Materialized View Design in Data Warehousing Environment,Algorithms for Materialized View Design in Data Warehousing Environment,"Kamalakar Karlapalem, Jian Yang, Qing Li","Jian Yang, Kamalakar Karlapalem, Qing Li",VLDB,Very Large Data Bases,1997,1997,1
259,conf/vldb/YuAA03,640999,Tabular Placement of Relational Data on MEMS-based Storage Devices,Jim Gray speaks out,"Divyakant Agrawal, Amr El Abbadi, Hailing Yu",Marianne Winslett,VLDB,ACM SIGMOD Record,2003,2003,0
260,conf/vldb/YuSLJ02,383894,Compressed Accessibility Map: Efficient Access Control for XML,Flexible support for multiple access control policies,"Divesh Srivastava, Ting Yu, H. V. Jagadish, Laks V. S. Lakshmanan","Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino, V. S. Subrahmanian",VLDB,ACM Transactions on Database Systems (TODS),2002,2001,0
261,conf/vldb/ZengBNN01,672023,AgFlow: Agent-based Cross-Enterprise Workflow Management System,AgFlow: Agent-based Cross-Enterprise Workflow Management System,"Boualem Benatallah, Anne H. H. Ngu, Phuong Nguyen, Liangzhao Zeng","Liangzhao Zeng, Boualem Benatallah, Phuong Nguyen, Anne H. H. Ngu",VLDB,Very Large Data Bases,2001,2001,1
262,conf/vldb/ZhouLZLZJT01,672206,VXMLR: A Visual XML-Relational Database System,VXMLR: A Visual XML-Relational Database System,"Aoying Zhou, Wenyun Ji, Shihui Zheng, Hongjun Lu, Yuqi Liang, Zengping Tian, Long Zhang","Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian",VLDB,Very Large Data Bases,2001,2001,1
263,conf/vldb/ZouS98,671182,Safely and Efficiently Updating References During On-line Reorganization,Safely and Efficiently Updating References During On-line Reorganization,"Betty Salzberg, Chendong Zou","Chendong Zou, Betty Salzberg",VLDB,Very Large Data Bases,1998,1998,1
264,journals/sigmod/AbererCDDHPS03,945729,P-Grid: a self-organizing structured P2P system,P-Grid: a self-organizing structured P2P system,"Zoran Despotovic, Manfred Hauswirth, Karl Aberer, Philippe Cudr-Mauroux, Magdalena Punceva, Anwitaman Datta, Roman Schmidt","Karl Aberer, Philippe Cudr-Mauroux, Anwitaman Datta, Zoran Despotovic, Manfred Hauswirth, Magdalena Punceva, Roman Schmidt",SIGMOD Record,ACM SIGMOD Record,2003,2003,1
265,journals/sigmod/Aggarwal01,671675,Re-designing Distance Functions and Distance-Based Applications for High Dimensional Data,What Is the Nearest Neighbor in High Dimensional Spaces?,,"Alexander Hinneburg, Charu C. Aggarwal, Daniel A. Keim",SIGMOD Record,Very Large Data Bases,2001,2000,0
266,journals/sigmod/AilamakiFFSV03,959069,An environmental sensor network to determine drinking water quality and security,An environmental sensor network to determine drinking water quality and security,"Jeanne VanBriesen, Paul S. Fischbeck, Christos Faloutsos, Anastassia Ailamaki, Mitchell J. Small","Anastassia Ailamaki, Christos Faloutos, Paul S. Fischbeck, Mitchell J. Small, Jeanne VanBriesen",SIGMOD Record,ACM SIGMOD Record,2003,2003,1
267,journals/sigmod/AilamakiH03,945725,Exposing undergraduate students to database system internals,Exposing undergraduate students to database system internals,"Anastassia Ailamaki, Joseph M. Hellerstein","Anastassia Ailamaki, Joseph M. Hellerstein",SIGMOD Record,ACM SIGMOD Record,2003,2003,1
