ID,Title,Episodes,Producers,Genres,Type,Year,Rating
4371,Dragon Ball Movie 2: Sleeping Princess in Devil's Castle,1,Toei Animation,"['Adventure', 'Shounen']",Movie,1987,3.11
4372,Ore no Imouto ga Konna ni Kawaii Wake ga Nai. Specials,3,,[],DVD Special,2013,3.11
4373,Briar Rose or The Sleeping Beauty,1,,"['Fantasy', 'Romance', 'Shorts', 'Stop Motion Animation']",Movie,1990,3.11
4374,Ibara-Hime mata wa Nemuri-Hime,1,,"['Fantasy', 'Romance', 'Shorts', 'Stop Motion Animation']",Movie,1990,3.11
4375,Tweeny Witches: The Adventures,6,Studio 4C,"['Adventure', 'Episodic', 'Fantasy', 'Magic', 'Person in a Strange World']",OVA,2007,3.11
4376,Mahou Shoujo Tai: The Adventure,6,Studio 4C,"['Adventure', 'Episodic', 'Fantasy', 'Magic', 'Person in a Strange World']",OVA,2007,3.11
4377,Yojouhan Shinwa Taikei Specials,3,MADHOUSE,['Comedy'],DVD Special,2010,3.11
4378,Tatami Galaxy Specials,3,MADHOUSE,['Comedy'],DVD Special,2010,3.11
4379,Akage no Anne,50,Nippon Animation,"['Adventure', 'Based on a Novel', 'Coming of Age', 'Drama', 'World Masterpiece Theater']",TV,1979,3.11
4380,Natsuiro Kiseki,12,Sunrise,"['Drama', 'Fantasy', 'Original Work', 'Slice of Life']",TV,2012,3.11
4381,Saiyuki Interactive,1,,[],OVA,2002,3.11
4382,Gensou Maden Saiyuuki: Kibou no Zaika,1,,[],OVA,2002,3.11
4383,Hidamari Sketch: Chou Hidamatsuri Special,1,,"['Comedy', 'Slice of Life']",Other,2007,3.11
4384,Pokemon Chronicles,16,OLM,[],TV,2002,3.11
4385,Macross Dynamite 7,4,Ashi Productions,"['Adventure', 'Mecha', 'Music', 'Sci Fi']",OVA,1997,3.11
4386,Winter Sonata,26,,"['Based on a TV Series', 'Drama', 'Romance']",TV,2009,3.11
4387,Fuyu no Sonata,26,,"['Based on a TV Series', 'Drama', 'Romance']",TV,2009,3.11
4388,Tokyo ESP,12,XEBEC,"['Action', 'Based on a Manga', 'Sci Fi', 'Shounen', 'Supernatural']",TV,2014,3.11
4389,Boogiepop Phantom,12,MADHOUSE,"['Animal Abuse', 'Based on a Light Novel', 'Explicit Violence', 'Horror', 'Mature Themes', 'Mystery', 'Psychological']",TV,2000,3.1
4390,Sorcerous Stabber Orphen Revenge,23,J.C.Staff,[],TV,1999,3.1
4391,Orphen Revenge,23,J.C.Staff,[],TV,1999,3.1
4392,Hikyou Tanken Fam & Ihrlie,4,ANIMATE,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Treasure Hunters']",OVA,1995,3.1
4393,Ruin Explorers,4,ANIMATE,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Treasure Hunters']",OVA,1995,3.1
4394,Morita-san wa Mukuchi. 2,13,Seven,"['Based on a Manga', 'Comedy', 'School Life', 'Slice of Life']",TV,2011,3.1
4395,Red Baron,49,TMS Entertainment,"['Action', 'Mecha', 'Sci Fi']",TV,1994,3.1
4396,Ikkitousen: Dragon Destiny,12,ARMS,"['Action', 'Based on a Manga', 'Ecchi', 'Hand to Hand Combat', 'Martial Arts', 'Panty Shots', 'Romance of the Three Kingdoms', 'Seinen', 'Violence']",TV,2007,3.1
4397,Armored Trooper Votoms Case;Irvine,1,Sunrise,['Original Work'],OVA,2010,3.1
4398,Soukou Kihei Votoms Case;Irvine,1,Sunrise,['Original Work'],OVA,2010,3.1
4399,Log Horizon Recap,1,Satelight,"['Fantasy', 'Recap']",TV Special,2013,3.1
4400,Megane na Kanojo,4,AIC,"['Comedy', 'Episodic', 'Romance']",OVA,2010,3.1
4401,Da Capo: D.C I & II P.S.P,1,Zexcs,"['Based on an Eroge', 'Based on a Visual Novel', 'Romance']",OVA,2010,3.1
4402,Prince of Tennis: The Band of Princes Film Kick the Future,1,,[],Music Video,2003,3.1
4403,Nana Recaps,3,MADHOUSE,['Recap'],TV Special,2006,3.1
4404,Tsubasa to Hotaru,1,J.C.Staff,"['Based on a Manga', 'Romance', 'School Life', 'Shoujo']",Other,2014,3.1
4405,Da Capo,26,Feel,"['Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School Life']",TV,2003,3.1
4406,Dog Days' Specials,13,Seven Arcs,"['Action', 'Fantasy', 'Person in a Strange World', 'Recap', 'War']",DVD Special,2012,3.1
4407,The Adventures of the Little Prince,39,Knack,['Adventure'],TV,1978,3.1
4408,Hoshi no Oujisama Petit Prince,39,Knack,['Adventure'],TV,1978,3.1
4409,C,12,SILVER LINK,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School Life']",TV,2011,3.1
4410,Magical Girl Lyrical Nanoha ViVid,12,A-1 Pictures,"['Based on a Manga', 'Magic', 'Magical Girl']",TV,2015,3.1
4411,Smile Pretty Cure! Movie: Ehon no Naka wa Minna Chiguhagu!,1,Toei Animation,[],Movie,2012,3.1
4412,Kono Naka ni Hitori Imouto ga Iru!,12,Studio Gokumi,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Harem', 'Nudity', 'Romance', 'School Life']",TV,2012,3.1
4413,Nakaimo - My Sister is Among Them!,12,Studio Gokumi,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Harem', 'Nudity', 'Romance', 'School Life']",TV,2012,3.1
4414,Inazuma Eleven: Chou Jigen Dream Match,1,OLM,"['Soccer', 'Sports']",Movie,2014,3.1
4415,X OVA: Episode 0,1,MADHOUSE,"['Based on a Manga', 'Supernatural']",OVA,2001,3.1
4416,Junk Town,1,Studio 4C,"['Original Work', 'Robots', 'Sci Fi', 'Shorts']",OVA,2006,2.98
4417,Touch Movie 1: Sebangou no Nai Ace,1,Group TAC,"['Baseball', 'Comedy', 'Drama', 'Love Triangle', 'Romance', 'School Life', 'Shounen', 'Sports']",Movie,1986,2.98
4418,Digimon Movie 5: The Adventurers' Battle,1,Toei Animation,"['Action', 'Family Friendly', 'Shounen']",Movie,2001,2.98
4419,Sakura Wars OVA 2,6,MADHOUSE,[],OVA,1999,2.98
4420,Dragon Drive,38,MADHOUSE,['Dragons'],TV,2002,2.98
4421,Gaiking: Legend of Daiku-Maryu,39,Toei Animation,['Mecha'],TV,2005,2.98
4422,Bus Gamer,3,,"['Action', 'Based on a Manga', 'High Stakes Games', 'Play or Die', 'Shounen']",TV Special,2008,2.98
4423,Fireball Charming,13,Jinni's,"['Androids', 'CG Animation', 'Comedy', 'Episodic', 'Original Work', 'Robots', 'Sci Fi']",TV,2011,2.98
4424,Dai-Guard,26,XEBEC,"['Action', 'Comedy', 'Mecha', 'Sci Fi']",TV,1999,2.98
4425,Chikyuu Bouei Kigyou Dai-Guard,26,XEBEC,"['Action', 'Comedy', 'Mecha', 'Sci Fi']",TV,1999,2.98
4426,CLAMP in Wonderland,1,ANIMATE,"['Crossover', 'Fantasy']",Music Video,1994,2.98
4427,Ginga Tetsudou Monogatari,26,Planet,"['Outer Space', 'Sci Fi', 'Trains']",TV,2003,2.98
4428,Galaxy Railways,26,Planet,"['Outer Space', 'Sci Fi', 'Trains']",TV,2003,2.98
4429,Yuusha Tokkyuu Might Gain,47,,"['Action', 'Combining Mecha', 'Mecha', 'Sci Fi', 'Trains']",TV,1993,2.97
4430,Brave Express Might Gaine,47,,"['Action', 'Combining Mecha', 'Mecha', 'Sci Fi', 'Trains']",TV,1993,2.97
4431,DNA Sights 999.9,1,MADHOUSE,"['Based on a Manga', 'Sci Fi']",OVA,1998,2.97
4432,Kasei Ryodan Danasaito 999.9,1,MADHOUSE,"['Based on a Manga', 'Sci Fi']",OVA,1998,2.97
4433,Pokemon Best Wishes! Season 2: Dekorora Adventure,20,OLM,"['Adventure', 'Fantasy', 'Shounen']",TV,2013,2.97
4434,Fatal Fury 2: The New Battle,1,NAS,"['Hand to Hand Combat', 'Martial Arts']",OVA,1993,2.97
4435,Battle Fighters Garou Densetsu 2,1,NAS,"['Hand to Hand Combat', 'Martial Arts']",OVA,1993,2.97
4436,Kishin Douji Zenki,51,Studio Deen,"['Action', 'Comedy', 'Fantasy', 'Violence']",TV,1995,2.97
4437,Zenki,51,Studio Deen,"['Action', 'Comedy', 'Fantasy', 'Violence']",TV,1995,2.97
4438,Night Wizard,13,Hal Film Maker,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Magic']",TV,2007,2.97
4439,Samurai Flamenco,22,Manglobe,"['Action', 'Drama', 'noitaminA', 'Parody']",TV,2013,2.97
4440,Gambo,1,Sunrise,['Shorts'],Movie,2013,2.97
4441,Short Peace: Gambo,1,Sunrise,['Shorts'],Movie,2013,2.97
4442,The Dragon Dentist,1,Studio Khara,"['Dragons', 'Fantasy', 'Japan Animator's Exhibition', 'Shorts']",Web,2014,2.97
4443,Kikou Senki Dragonar,48,Sunrise,['Mecha'],TV,1987,2.97
4444,Dragonar,48,Sunrise,['Mecha'],TV,1987,2.97
4445,Metal Armor Dragonar,48,Sunrise,['Mecha'],TV,1987,2.97
4446,Shadow Skill OVA,3,Zero-G Room,[],OVA,1995,2.97
4447,Kuruneko,100,,"['Based on a Manga', 'Comedy', 'Slice of Life']",TV,2009,2.97
4448,The Flowers of Evil,13,Zexcs,"['Based on a Manga', 'Blackmail', 'Emotional Abuse', 'Physical Abuse', 'Psychological', 'School Life']",TV,2013,2.97
4449,Aku no Hana,13,Zexcs,"['Based on a Manga', 'Blackmail', 'Emotional Abuse', 'Physical Abuse', 'Psychological', 'School Life']",TV,2013,2.97
4450,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,1,Yumeta,"['Fantasy', 'Reverse Harem', 'Romance']",TV Special,2007,2.97
4451,Hell Teacher Nube OVA,3,Toei Animation,['Supernatural'],OVA,1998,2.97
4452,Jigoku Sensei Nube OVA,3,Toei Animation,['Supernatural'],OVA,1998,2.97
4453,Samurai Pizza Cats,54,Shaft,"['Action', 'Animal Protagonists', 'Comedy', 'Family Friendly', 'Sci Fi']",TV,1990,2.97
4454,Kyattou Ninden Teyandee,54,Shaft,"['Action', 'Animal Protagonists', 'Comedy', 'Family Friendly', 'Sci Fi']",TV,1990,2.97
4455,Break Blade TV: Virgins War,1,Production I.G,"['Action', 'Fantasy', 'Magic', 'Mecha', 'Military', 'War']",DVD Special,2014,2.97
4456,Kaiketsu Zorro,52,Mushi Pro,['Adventure'],TV,1996,2.97
4457,Legend of Zorro The,52,Mushi Pro,['Adventure'],TV,1996,2.97
4458,Magnificent Zorro The,52,Mushi Pro,['Adventure'],TV,1996,2.97
4459,Ghost Slayers Ayashi: Ayashi Divine Comedy,5,Bones,['Feudal Japan'],DVD Special,2007,2.97
4460,Tenpou Ibun Ayakashi Ayashi: Ayashi Divine Comedy,5,Bones,['Feudal Japan'],DVD Special,2007,2.97
4461,Show By Rock!!,12,Bones,"['Based on a Video Game', 'Music']",TV,2015,2.97
4462,Project A-Ko 3: Cinderella Rhapsody,1,Studio Fantasia,['Original Work'],OVA,1988,2.97
4463,Digimon Movie 7: Revival of Ancient Digimon,1,Toei Animation,"['Action', 'Family Friendly', 'Shounen']",Movie,2002,2.97
4464,Orenchi no Furo Jijou,13,Asahi Production,"['Based on a Manga', 'Comedy', 'Mermaids', 'Slice of Life']",TV,2014,2.97
4465,Doraemon: Nobita no Kekkon Zenya,1,TMS Entertainment,"['Comedy', 'Family Friendly']",Movie,1999,2.97
4466,Takarajima,26,TMS Entertainment,"['Adventure', 'Based on a Novel', 'Pirates']",TV,1978,2.97
4467,NightWalker,12,AIC,"['Action', 'Detectives', 'Gore', 'Monster-of-the-week', 'Nudity', 'Supernatural', 'Vampires', 'Violence']",TV,1998,2.97
4468,Wake Up Girls!,12,Ordet,['Slice of Life'],TV,2014,2.96
4469,Celestial Method Special,1,Studio 3Hz,"['Comedy', 'Fantasy', 'Original Work', 'Slice of Life']",DVD Special,2015,2.96
4470,Sora no Method: Aru Shoujo no Kyuujitsu,1,Studio 3Hz,"['Comedy', 'Fantasy', 'Original Work', 'Slice of Life']",DVD Special,2015,2.96
4471,Koihime Musou,12,Dogakobo,"['Adventure', 'Based on an Eroge', 'Based on a Visual Novel', 'Ecchi', 'Martial Arts', 'Romance of the Three Kingdoms']",TV,2008,2.96
4472,Mikagura School Suite,12,Dogakobo,"['Action', 'Based on a Light Novel', 'Comedy', 'Fantasy', 'School Club', 'School Life', 'Superpowers']",TV,2015,2.96
4473,Mikagura Gakuen Kumikyoku,12,Dogakobo,"['Action', 'Based on a Light Novel', 'Comedy', 'Fantasy', 'School Club', 'School Life', 'Superpowers']",TV,2015,2.96
4474,Hikaru Utada: Fluximation,14,Studio 4C,"['Abstract', 'Collections']",Music Video,2005,2.96
4475,Happy Lesson,13,KSS,"['Comedy', 'Harem']",TV,2002,2.96
4476,Atama Yama,1,Yamamura Animation,"['Fantasy', 'Shorts']",OVA,2002,2.96
4477,Kantai Collection: Kan Colle,12,Diomedea,"['Action', 'Based on a Card Game', 'Comedy', 'School Life', 'Slice of Life', 'War']",TV,2015,2.96
4478,30th Gundam Perfect Mission,1,Sunrise,"['Action', 'Mecha', 'Sci Fi', 'Shorts']",Other,2009,2.96
4479,Golden Warrior: The Gold Lightan,52,Tatsunoko Pro.,"['Action', 'Mecha', 'Sci Fi']",TV,1981,2.96
4480,Ogon Senshi Gold Raitan,52,Tatsunoko Pro.,"['Action', 'Mecha', 'Sci Fi']",TV,1981,2.96
4481,Grander Musashi,25,Nippon Animation,['Sports'],TV,1997,2.96
4482,Kidou Senshi SD Gundam no Gyakushuu: Arashi o Yobu Gakuensai,1,,"['Comedy', 'Mecha', 'Music', 'Parody', 'Romance', 'School Life']",OVA,1989,2.96
4483,Mobile Suit SD Gundam's Counterattack,1,,"['Comedy', 'Mecha', 'Music', 'Parody', 'Romance', 'School Life']",OVA,1989,2.96
4484,Doraemon: Nobita's Dinosaur,1,Shinei Animation,"['Adventure', 'Comedy', 'Family Friendly']",Movie,1980,2.96
4485,Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!,1,SILVER LINK,"['Fantasy', 'Magic', 'Magical Girl']",OVA,2014,2.96
4486,Narue no Sekai,12,GONZO,"['Aliens', 'Comedy', 'Romance', 'Sci Fi']",TV,2003,2.96
4487,World of Narue The,12,GONZO,"['Aliens', 'Comedy', 'Romance', 'Sci Fi']",TV,2003,2.96
4488,Recorder to Randoseru Mi,12,Seven,"['Based on a Manga', 'Comedy', 'School Life', 'Slice of Life']",TV,2013,2.96
4489,Mokke,24,MADHOUSE,"['Based on a Manga', 'Family Friendly', 'Slice of Life', 'Supernatural']",TV,2007,2.96
4490,Gundam AGE: Memory of Eden,1,Sunrise,[],OVA,2013,2.96
4491,Mobile Suit Gundam AGE: Memory of Eden,1,Sunrise,[],OVA,2013,2.96
4492,Kidou Senshi Gundam AGE: Memory of Eden,1,Sunrise,[],OVA,2013,2.96
4493,Megazone 23 Part II,1,AIC,"['Action', 'Futuristic', 'Mecha', 'Military', 'Outer Space', 'Sci Fi', 'War']",OVA,1986,2.96
4494,Iblard Jikan,1,Studio Ghibli,[],OVA,2007,2.96
4495,Jewelpet Tinkle Special,1,Studio Comet,[],DVD Special,2013,2.96
4496,Binchou-tan,12,Studio Deen,"['Based on a Manga', 'Comedy', 'Countryside', 'Family Friendly', 'Moe', 'Slice of Life']",TV,2006,2.96
4497,Ikkitousen: Dragon Destiny: Hot Springs Grand Final Battle,6,ARMS,"['Comedy', 'Ecchi', 'Nudity']",DVD Special,2007,2.96
4498,RahXephon OVA,1,Bones,['Psychological'],OVA,2003,2.95
4499,Armored Trooper Votoms: Big Battle,1,Sunrise,"['Action', 'Mecha', 'Original Work', 'Sci Fi']",OVA,1986,2.95
4500,Soukou Kihei Votoms: Big Battle,1,Sunrise,"['Action', 'Mecha', 'Original Work', 'Sci Fi']",OVA,1986,2.95
4501,Pokemon: Diamond and Pearl Special,1,OLM,"['Family Friendly', 'Fantasy', 'Shounen']",TV Special,2011,2.95
4502,Interlude,3,Toei Animation,"['Demons', 'Horror']",OVA,2004,2.95
4503,Shuffle! Memories,12,asread,"['Based on an Eroge', 'Based on a Visual Novel', 'Comedy', 'Harem']",TV,2007,2.95
4504,Tide-Line Blue,12,Telecom Animation Film,"['Action', 'Adventure', 'Military', 'Original Work', 'Post-apocalyptic', 'Sci Fi', 'War']",TV,2005,2.95
4505,Tekken: Blood Vengeance,1,Digital Frontier,"['Action', 'Based on a Video Game', 'CG Animation', 'Martial Arts', 'Revenge']",Movie,2011,2.95
4506,Pokemon Movie 7: Destiny Deoxys,1,OLM,"['Adventure', 'Family Friendly', 'Fantasy', 'Monsters', 'Shounen']",Movie,2004,2.95
4507,Doraemon: Nobita's Dinosaur (2006),1,,"['Adventure', 'Comedy', 'Family Friendly']",Movie,2006,2.95
4508,Neo Angelique Abyss,13,Yumeta,"['Based on an Otome Game', 'Based on a Visual Novel', 'Fantasy', 'Shoujo']",TV,2008,2.95
4509,Yowamushi Mont Blanc,1,,['Vocaloid'],Music Video,2010,2.95
4510,DECO*27: Yowamushi Mont Blanc,1,,['Vocaloid'],Music Video,2010,2.95
4511,Di Gi Charat Christmas Special,1,J.C.Staff,[],OVA,2000,2.95
4512,Bastard!!,6,AIC,"['Based on a Manga', 'Explicit Violence', 'Fantasy', 'Magic', 'Medieval', 'Nudity']",OVA,1992,3.08
4513,Hanaukyo Maid Tai OVA,3,Doumu,"['Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Maids']",OVA,2001,3.08
4514,Gakuen Heaven,13,Tokyo Kids,"['Based on a Visual Novel', 'School Life', 'Shounen-ai']",TV,2006,3.08
4515,Buzzer Beater (2007),13,TMS Entertainment,"['Aliens', 'Based on a Manga', 'Basketball', 'Futuristic', 'Sci Fi', 'Sports']",TV,2007,3.08
4516,Snow Queen The,36,TMS Entertainment,"['Adventure', 'Based on a Fairy Tale', 'Fantasy']",TV,2005,3.08
4517,Yuki no Joou,36,TMS Entertainment,"['Adventure', 'Based on a Fairy Tale', 'Fantasy']",TV,2005,3.08
4518,Dance with Devils,3+,Brains-Base,"['Demons', 'Original Work', 'Reverse Harem', 'Romance', 'Supernatural']",TV,2015,3.08
4519,Neo Tokyo,1,MADHOUSE,"['Collections', 'Sci Fi']",Movie,1986,3.08
4520,Manie-Manie Meikyu Monogatari,1,MADHOUSE,"['Collections', 'Sci Fi']",Movie,1986,3.08
4521,Tatakae!! Ramenman,35,Toei Animation,[],TV,1988,3.08
4522,Ramenman,35,Toei Animation,[],TV,1988,3.08
4523,Fumiko no Kokuhaku,1,,"['Comedy', 'Original Work', 'Panty Shots', 'Romance', 'Shorts']",Web,2009,3.08
4524,Fist of the Blue Sky,22,Studio A.P.P.P.,"['Action', 'Explicit Violence', 'Martial Arts']",TV,2006,3.08
4525,Souten no Ken,22,Studio A.P.P.P.,"['Action', 'Explicit Violence', 'Martial Arts']",TV,2006,3.08
4526,.hack//Legend Of The Twilight,12,BEE TRAIN,"['MMORPG', 'RPG', 'Sci Fi', 'Virtual Reality']",TV,2003,3.08
4527,Baka to Test to Shoukanjuu Christmas Special,1,SILVER LINK,['Comedy'],Web,2009,3.08
4528,Ikkitousen: Shuugaku Toushi Keppuuroku,1,ARMS,[],OVA,2011,3.08
4529,Ichigo 100%,12,MADHOUSE,"['Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Panty Shots', 'Romance']",TV,2005,3.08
4530,Strawberry 100%,12,MADHOUSE,"['Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Panty Shots', 'Romance']",TV,2005,3.08
4531,Dragon Ball Z Movie 2: The World's Strongest,1,Toei Animation,"['Action', 'Shounen']",Movie,1990,3.08
4532,Popolocrois Monogatari,25,Production I.G,"['Adventure', 'Fantasy']",TV,1998,3.08
4533,Eat-Man '98,12,Studio Deen,"['Action', 'Based on an Anime', 'Mercenaries', 'Sci Fi']",TV,1998,3.08
4534,Crayon Shin-chan Movie 20: Arashi o Yobu! Ora to Uchuu no Princess,1,Shinei Animation,['Aliens'],Movie,2012,3.07
4535,Eiga Crayon Shin-chan: Arashi o Yobu! Ora to Uchuu no Princess,1,Shinei Animation,['Aliens'],Movie,2012,3.07
4536,Dragon Ball: Goku's Fire Brigade,1,Toei Animation,['Educational'],TV Special,1988,3.07
4537,Yoroiden Samurai Troopers Message,5,Sunrise,"['Action', 'Samurai']",OVA,1991,3.07
4538,Ronin Warriors: Message,5,Sunrise,"['Action', 'Samurai']",OVA,1991,3.07
4539,Hikaru Utada: Passion,1,Studio 4C,['Abstract'],Music Video,2005,3.07
4540,Robotica * Robotics,1,CoMix Wave Inc.,"['Robots', 'Romance', 'Sci Fi', 'Shorts']",Movie,2010,3.07
4541,Kampfer,12,Nomad,"['Action', 'Based on a Light Novel', 'Comedy', 'Ecchi', 'Gender Bender', 'Magic', 'Magical Girl']",TV,2009,3.07
4542,Poor Sisters Story,10,Toei Animation,"['Based on a Manga', 'Drama', 'Slice of Life']",TV,2006,3.07
4543,Binbou Shimai Monogatari,10,Toei Animation,"['Based on a Manga', 'Drama', 'Slice of Life']",TV,2006,3.07
4544,Tsukuyomi -Moon Phase- Special,1,Shaft,[],DVD Special,2006,3.07
4545,Pokemon Movie 11: Giratina and the Sky Warrior,1,OLM,"['Adventure', 'Family Friendly', 'Fantasy', 'Monsters', 'Shounen']",Movie,2008,3.07
4546,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,1,Tezuka Productions,['Mystery'],TV Special,2000,3.07
4547,Lotte no Omocha!,12,Diomedea,"['Age Gap', 'Based on a Manga', 'Comedy', 'Ecchi', 'Fantasy', 'Person in a Strange World', 'Romance', 'Seinen', 'Tsundere']",TV,2011,3.07
4548,Astarotte's Toy,12,Diomedea,"['Age Gap', 'Based on a Manga', 'Comedy', 'Ecchi', 'Fantasy', 'Person in a Strange World', 'Romance', 'Seinen', 'Tsundere']",TV,2011,3.07
4549,Ro-Kyu-Bu ~ Fast Break!,12,Barnum Studio,"['Based on a Light Novel', 'Basketball', 'School Life']",TV,2011,3.07
4550,Tales of Symphonia: Kratos Sensei no Private Lesson,1,ufotable,[],DVD Special,2007,3.07
4551,DearS Special,1,Hal Film Maker,['Ecchi'],DVD Special,2005,3.07
4552,Dirty Pair,24,Sunrise,"['Action', 'Comedy', 'Outer Space', 'Police', 'Sci Fi']",TV,1985,3.07
4553,Cyborg 009 (1968),26,Toei Animation,[],TV,1968,3.07
4554,Fighting Beauty Wulong Rebirth,25,TMS Entertainment,"['Action', 'Based on a Manga', 'Ecchi', 'Martial Arts', 'Mature Themes']",TV,2006,3.07
4555,Kakutou Bijin Wulong Rebirth,25,TMS Entertainment,"['Action', 'Based on a Manga', 'Ecchi', 'Martial Arts', 'Mature Themes']",TV,2006,3.07
4556,.hack//LIMINALITY,4,BEE TRAIN,[],OVA,2002,3.07
4557,To Aru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,1,J.C.Staff,[],OVA,2014,3.07
4558,Kasimasi Girl Meets Girl,12,Studio Hibari,"['Aliens', 'Comedy', 'Gender Bender', 'LGBT Themes', 'Love Triangle', 'Romance', 'School Life', 'Shoujo-ai']",TV,2006,3.07
4559,Kita e ~Diamond Dust Drops~ Special,1,Studio Deen,[],DVD Special,2004,3.07
4560,Hi no Tori 2772: Ai no CosmoZone,1,Tezuka Productions,['Sci Fi'],Movie,1980,2.94
4561,Phoenix 2772,1,Tezuka Productions,['Sci Fi'],Movie,1980,2.94
4562,Hanaukyo Maid Team,12,,"['Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Maids']",TV,2001,2.94
4563,CLAMP School Detectives,26,Studio Pierrot,[],TV,1997,2.94
4564,Kinnikuman Nisei: Ultimate Muscle 2,13,Toei Animation,[],TV,2006,2.94
4565,Dante's Inferno,1,,"['Action', 'Demons', 'Explicit Violence', 'Nudity']",OVA,2010,2.94
4566,Di Gi Charat Natsuyasumi Special,4,MADHOUSE,"['Aliens', 'America', 'Comedy']",OVA,2001,2.94
4567,Wonderful Rush,1,,[],Music Video,2012,2.94
4568,School Shock,3+,,"['Action', 'Based on a Manga', 'Sci Fi']",Web,2015,2.93
4569,-B.E.E.-,3+,,"['Action', 'Based on a Manga', 'Sci Fi']",Web,2015,2.93
4570,Embracing Love: Cherished Spring,2,Trinet Entertainment,"['Romance', 'Yaoi']",OVA,2005,2.93
4571,Haru wo Daiteita,2,Trinet Entertainment,"['Romance', 'Yaoi']",OVA,2005,2.93
4572,Tokyo Underground,26,Studio Pierrot,"['Action', 'Based on a Manga', 'Shounen', 'Superpowers']",TV,2002,2.93
4573,Amaenaideyo!! Special,1,Studio Deen,"['Based on a Manga', 'Comedy', 'Ecchi', 'Nudity']",DVD Special,2005,2.93
4574,Himeyuri,1,,['World War 2'],Movie,2012,2.93
4575,Hyakka Ryouran: Samurai Bride,12,ARMS,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Feudal Japan', 'Harem', 'Nudity', 'Samurai']",TV,2013,2.93
4576,Captain Future: Kareinaru Taiyokei Race,1,Toei Animation,"['Adventure', 'Outer Space', 'Sci Fi']",Movie,1978,2.93
4577,Captain Future: The Great Race in the Solar System,1,Toei Animation,"['Adventure', 'Outer Space', 'Sci Fi']",Movie,1978,2.93
4578,The Daichis: Earth's Defense Family,13,Group TAC,"['Action', 'Comedy']",TV,2001,2.93
4579,Chikyuu Bouei Kazoku,13,Group TAC,"['Action', 'Comedy']",TV,2001,2.93
4580,Daichis: Earth's Defense Family,13,Group TAC,"['Action', 'Comedy']",TV,2001,2.93
4581,Shadow of the Cherry Blossoms,1,,"['Romance', 'Shorts']",Web,2006,2.93
4582,Hana no Kage,1,,"['Romance', 'Shorts']",Web,2006,2.93
4583,Ring ni Kakero 1: Nichibei Kessen Hen,12,Toei Animation,"['Action', 'Based on a Manga', 'Boxing', 'Hand to Hand Combat', 'Shounen', 'Sports']",TV,2006,2.93
4584,Medabots,52,BEE TRAIN,"['Action', 'Robots', 'Shounen', 'Tournaments']",TV,1999,2.93
4585,To Heart 2,13,OLM,"['Romance', 'School Life']",TV,2005,2.93
4586,DNA,12,Studio Deen,"['Based on a Manga', 'Comedy', 'Romance', 'Sci Fi']",TV,1994,2.93
4587,Onmyou Taisenki,52,Sunrise,"['Action', 'Adventure', 'Fantasy', 'Shounen']",TV,2004,2.93
4588,Trava - Fist Planet,4,MADHOUSE,"['Action', 'Comedy', 'Mecha', 'Sci Fi']",OVA,2002,2.93
4589,Dear Boys,26,OB Planning,"['Based on a Manga', 'Basketball', 'School Club', 'Shounen', 'Sports']",TV,2003,2.93
4590,Hoop Days,26,OB Planning,"['Based on a Manga', 'Basketball', 'School Club', 'Shounen', 'Sports']",TV,2003,2.93
4591,Getter Robo G,39,Toei Animation,"['Action', 'Mecha', 'Sci Fi']",TV,1975,2.93
4592,Starvengers,39,Toei Animation,"['Action', 'Mecha', 'Sci Fi']",TV,1975,2.93
4593,Mezzo Forte,2,,"['Action', 'Bounty Hunters', 'Explicit Violence']",OVA,1998,2.93
4594,Persona -trinity soul-,26,A-1 Pictures,"['Based on a Video Game', 'Drug Use', 'Mystery', 'Psychic Powers', 'Supernatural']",TV,2008,2.93
4595,Kanokon ~Manatsu no Daishanikusai~ Specials,2,XEBEC,"['Ecchi', 'Nudity', 'Panty Shots']",DVD Special,2009,2.93
4596,Goldfish Fetish,1,,['Shorts'],Movie,2002,2.93
4597,Puss in Boots Travels Around the World in 80 Days,1,Toei Animation,"['Adventure', 'Animal Protagonists', 'Based on a Fairy Tale', 'Family Friendly']",Movie,1976,2.93
