ID,Title,Episodes,Producers,Genres,Type,Year,Rating
2244,Qin Shiming Yue Zhi: Ye Jin Tianming,18,['Hang Zhou StarQ'],"['Action', 'Fantasy', 'Historical', 'Martial Arts']", TV,2008,7.27
2245,Supernatural The Animation,22,"['Madhouse', 'Warner Bros.']","['Action', 'Demons', 'Horror', 'Supernatural']", OVA,2011,7.26
2246,Yes! Precure 5 GoGo!,48,['Toei Animation'],"['Fantasy', 'Magic', 'School', 'Shoujo']", TV,2008,7.27
2247,Asura,1,['Toei Animation'],"['Drama', 'Historical']", Movie,2012,7.26
2248,Yami no Matsuei,13,"['J.C.Staff', 'Starchild Records', 'Movic', 'Central Park Media', 'Discotek']","['Comedy', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Shoujo', 'Shounen Ai', 'Vampire']", TV,2000,7.26
2249,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteru.",1,"['J.C.Staff', 'Geneon Universal Entertainment']","['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Shounen', 'Slice of Life']", Special,2014,7.26
2250,ClassroomCrisis,13,"['Aniplex', 'Mainichi Broadcasting', 'Aniplex of America', 'Lay-duce']","['School', 'Sci-Fi']", TV,2015,7.26
2251,Witch Craft Works,12,"['J.C.Staff', 'Bandai Visual', 'Lantis', 'Kodansha', 'Movic']","['Action', 'Fantasy', 'Magic', 'Seinen', 'Supernatural']", TV,2014,7.27
2252,YuGiOh!,27,"['Toei Animation', 'NAS']","['Action', 'Comedy', 'Fantasy', 'Game', 'Shounen']", TV,1998,7.27
2253,"Wake Up, Girls! Shichinin no Idol",1,"['Tatsunoko Productions', 'Ordet']","['Drama', 'Music']", Movie,2014,7.27
2254,Doraemon Movie 03: Nobita no Daimakyou,1,['add some'],['Adventure'], Movie,1982,7.27
2255,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi,1,"['Production I.G', 'Bandai Entertainment']","['Comedy', 'Mecha', 'Sci-Fi']", Special,2006,7.26
2256,Dash! Kappei,65,['Tatsunoko Productions'],"['Comedy', 'Ecchi', 'Shounen', 'Sports']", TV,1981,7.26
2257,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,4,"['Asread', 'Maiden Japan', 'Mages']","['Horror', 'Mystery']", OVA,2013,7.26
2258,Fushigi Yuugi OVA,3,"['Studio Pierrot', 'Bandai Visual', 'Movic']","['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Romance', 'Shoujo']", OVA,1996,7.26
2259,Daisuki! BuBu ChaCha,26,['Amino'],['Kids'], TV,2001,7.25
2260,Futari wa Precure: SplashStar,49,['Toei Animation'],"['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo']", TV,2006,7.26
2261,Gingitsune,12,"['Diomedea', 'Pony Canyon', 'Sentai Filmworks']","['Seinen', 'Slice of Life', 'Supernatural']", TV,2013,7.26
2262,Hayate no Gotoku! OVA,3,['Manglobe'],"['Comedy', 'Harem', 'Parody', 'Romance', 'Shounen']", OVA,2014,7.26
2263,Higepiyo,39,"['Aniplex', 'Kinema Citrus']",['Comedy'], TV,2009,7.25
2264,Ichigo Mashimaro Episode 0,1,['Daume'],['Comedy'], Special,2005,7.26
2265,Kyousou Giga (2012),5,['Toei Animation'],"['Action', 'Fantasy', 'Supernatural']", ONA,2012,7.26
2266,Madan no Ou to Vanadis,13,"['Satelight', 'FUNimation Entertainment', 'Media Factory', 'Movic']","['Adventure', 'Ecchi', 'Fantasy', 'Harem', 'Romance']", TV,2014,7.26
2267,Mouretsu Pirates,26,"['Satelight', 'Starchild Records', 'Magic Capsule', 'Sentai Filmworks']","['Sci-Fi', 'Space']", TV,2012,7.26
2268,Moyashimon Returns,11,"['Aniplex', 'Dentsu', 'Telecom Animation Film', 'Kodansha', 'Fuji TV', 'Shirogumi']","['Comedy', 'School', 'Supernatural']", TV,2012,7.26
2269,Grimm Douwa: Kin no Tori,1,"['Madhouse', 'Toei Animation']","['Adventure', 'Fantasy']", Movie,1987,7.21
2270,Poulette no Isu,1,['Studio Colorido'],"['Comedy', 'Kids', 'Slice of Life']", ONA,2014,7.25
2271,Shinmai Maou no Testament OVA,1,['Production IMS'],"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance']", OVA,2015,7.26
2272,Sekai Meisaku Douwa: Hakuchou no Ouji,1,['Toei Animation'],['Fantasy'], Movie,1977,7.25
2273,Project ARMS: The 2nd Chapter,26,['TMS Entertainment'],"['Action', 'Fantasy', 'Martial Arts', 'School', 'Super Power']", TV,2001,7.26
2274,Robin Hood no Daibouken,52,"['Tatsunoko Productions', 'NHK', 'NHK Enterprises']","['Adventure', 'Historical', 'Romance']", TV,1990,7.26
2275,Shakugan no Shana Specials,4,"['J.C.Staff', 'Geneon Universal Entertainment', 'FUNimation Entertainment']","['Comedy', 'Parody']", Special,2006,7.26
2276,Rockman.EXE Stream,51,['Xebec'],"['Action', 'Adventure', 'Game', 'Mecha', 'School', 'Sci-Fi', 'Shounen']", TV,2004,7.26
2277,Puchimas!: Petit iDOLM@STER,64,"['FUNimation Entertainment', 'Gathering']","['Comedy', 'Slice of Life']", ONA,2013,7.26
2278,Suisei no Gargantia Specials,2,"['Production I.G', 'Viz Media']","['Action', 'Mecha', 'Sci-Fi']", Special,2013,7.26
2279,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,3,['ufotable'],['Comedy'], Special,2011,7.26
2280,Toushou Daimos,44,"['Sunrise', 'Toei Animation', 'Studio Nue']","['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi', 'Shounen']", TV,1978,7.26
2281,Bakumatsu Kikansetsu Irohanihoheto,26,"['Sunrise', 'Bandai Visual', 'Sentai Filmworks']","['Action', 'Drama', 'Historical', 'Samurai']", ONA,2006,7.25
2282,Alps no Shoujo Heidi,52,['Fuji TV'],"['Drama', 'Historical', 'Slice of Life']", TV,1974,7.25
2283,B Gata H Kei,12,"['Hal Film Maker', 'Dentsu', 'FUNimation Entertainment', 'AT-X', 'TYO Animations', 'Happinet Pictures']","['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen']", TV,2010,7.25
2284,Yuri Kuma Arashi,12,"['Frontier Works', 'FUNimation Entertainment', 'Media Factory', 'Mainichi Broadcasting', 'Movic', 'Gentosha Comics', 'Silver Link']","['Drama', 'Fantasy', 'Psychological', 'School', 'Seinen', 'Shoujo Ai']", TV,2015,7.26
2285,A-Channel+smile,2,"['Aniplex', 'Dentsu', 'Mainichi Broadcasting', 'Studio Gokumi']","['Comedy', 'School', 'Seinen', 'Slice of Life']", OVA,2012,7.25
2286,Inazuma Eleven Go: Galaxy,43,['Oriental Light and Magic'],"['Shounen', 'Sports', 'Super Power']", TV,2013,7.25
2287,Hi no Tori: Uchuu Hen,1,['Kadokawa Shoten'],"['Drama', 'Fantasy', 'Sci-Fi']", OVA,1987,7.23
2288,Guilty Crown Kiseki: Reassortment,1,['Production I.G'],"['Action', 'Sci-Fi', 'Super Power']", Special,2012,7.25
2289,Dragon Ball: Ossu! Kaette Kita Son Gokuu to Nakama-tachi!!,1,['Toei Animation'],"['Action', 'Adventure', 'Comedy', 'Fantasy']", Special,2008,7.25
2290,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,1,"['TV Asahi', 'Shin-Ei Animation']","['Comedy', 'Ecchi', 'Kids', 'School', 'Shounen', 'Slice of Life']", Movie,2004,7.25
2291,Macross 7,49,"['Mainichi Broadcasting', 'Production Reed', 'Studio Nue']","['Action', 'Adventure', 'Comedy', 'Drama', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Shounen']", TV,1994,7.25
2292,Dirty Pair OVA,10,"['Sunrise', 'ADV Films', 'Right Stuf', 'Kino Production']","['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Space']", OVA,1987,7.25
2293,Kyuuketsuhime Miyu (TV),26,"['AIC', 'TOKYOPOP', 'Maiden Japan', 'Studio Jack']","['Action', 'Demons', 'Drama', 'Horror', 'Vampire']", TV,1997,7.25
2294,Red Baron,49,"['TV Asahi', 'Tokyo Movie Shinsha']","['Action', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1994,7.24
2295,SF Saiyuuki Starzinger,73,['Toei Animation'],"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']", TV,1978,7.3
2296,Oda Nobuna no Yabou Soushuuhen,1,['Madhouse'],"['Comedy', 'Historical', 'Romance']", Special,2012,7.25
2297,Muteki Kanban Musume,12,"['Geneon Universal Entertainment', 'Telecom Animation Film', 'Media Blasters', 'Yomiuri Advertising']","['Action', 'Comedy', 'Martial Arts', 'Parody', 'Shounen']", TV,2006,7.25
2298,Suzumiya Haruhi no Yuuutsu (2009),14,"['Kyoto Animation', 'FUNimation Entertainment', 'Kadokawa Shoten', 'Bandai Entertainment']","['Comedy', 'Mystery', 'Parody', 'Romance', 'School', 'Sci-Fi', 'Slice of Life']", TV,2009,7.3
2299,Neppuu Kairiku Bushi Road,1,"['Bandai Visual', 'Kinema Citrus', 'Nitroplus', 'Bushiroad Inc.', 'Orange']","['Action', 'Fantasy', 'Mecha', 'Sci-Fi']", Special,2013,7.25
2300,Mahou Senshi Louie,24,"['J.C.Staff', 'ADV Films']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']", TV,2001,7.25
2301,Offside (TV),39,"['Animax', 'Ashi Productions']","['Action', 'Drama', 'Sports']", TV,2001,7.24
2302,B'T X Neo,14,['TMS-Kyokuchi'],"['Action', 'Adventure', 'Shounen']", OVA,1997,7.29
2303,Astro Boy,193,['Mushi Productions'],"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1963,7.29
2304,Black Jack TV: Lost Episodes,2,['Tezuka Productions'],['Adventure'], Special,2006,7.29
2305,Wasurenagumo,1,['Production I.G'],"['Comedy', 'Supernatural']", Movie,2012,7.3
2306,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,1,"['Bandai Visual', 'TBS']","['Action', 'Comedy', 'Police', 'Seinen']", Special,1997,7.3
2307,Tengen Toppa Gurren Lagann: Parallel Works,8,"['Gainax', 'Aniplex']",['Music'], Music,2008,7.3
2308,Utawarerumono OVA,3,"['Frontier Works', 'Chaos Project']","['Action', 'Comedy', 'Fantasy']", OVA,2009,7.3
2309,The TV Show,1,['add some'],['Music'], Music,2009,7.29
2310,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,1,['Asatsu DK'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen', 'Space']", Movie,1999,7.29
2311,Ichiban Ushiro no Daimaou,12,"['Artland', 'Marvelous Entertainment', 'Sentai Filmworks', 'Hobby Japan', 'Delphi Sound']","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'School', 'Shounen']", TV,2010,7.29
2312,Doraemon Movie 10: Nobita no Nippon Tanjou,1,['add some'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']", Movie,1989,7.29
2313,Doraemon Movie 30: Nobita no Ningyo Daikaisen,1,"['TV Asahi', 'Shin-Ei Animation']","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']", Movie,2010,7.29
2314,Haiyore! Nyaruko-san,12,"['TV Tokyo', 'Xebec', 'NIS America, Inc.', 'The Klock Worx', 'Cospa', 'SoftBank Creative Corp.', 'Studio Mausu']","['Comedy', 'Parody', 'Sci-Fi']", TV,2012,7.29
2315,Gosenzo-sama Banbanzai!,6,['Studio Pierrot'],"['Comedy', 'Sci-Fi']", OVA,1989,7.28
2316,Gunnm,2,"['Madhouse', 'ADV Films', 'Animate Film', 'Movic']","['Drama', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,1993,7.29
2317,Freezing,12,"['FUNimation Entertainment', 'Media Factory', 'A.C.G.T.']","['Action', 'Drama', 'Ecchi', 'Harem', 'Martial Arts', 'Romance', 'Sci-Fi', 'Seinen']", TV,2011,7.29
2318,Madou King Granzort,41,"['Sunrise', 'Atelier Musa']","['Action', 'Comedy', 'Fantasy', 'Magic', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1989,7.29
2319,Mahoromatic Summer Special,1,"['Gainax', 'Shaft', 'Sentai Filmworks']","['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']", Special,2003,7.29
2320,Kaze no Youjinbou,25,"['Studio Pierrot', 'Bandai Entertainment']","['Action', 'Drama', 'Mystery', 'Shounen']", TV,2001,7.29
2321,Lady Georgie,45,['Tokyo Movie Shinsha'],"['Drama', 'Romance', 'Shoujo']", TV,1983,7.28
2322,Moonlight Mile 1st Season: Lift Off,12,"['ADV Films', 'Studio Hibari']","['Adventure', 'Drama', 'Sci-Fi', 'Space']", TV,2007,7.28
2323,Junkers Come Here,1,"['Bandai Visual', 'Triangle Staff', 'Kadokawa Shoten', 'Bandai Entertainment']","['Drama', 'Slice of Life']", Movie,1994,7.29
2324,Kimi ni Todoke 2nd Season: Kataomoi,1,['Production I.G'],"['Romance', 'Shoujo']", Special,2011,7.29
2325,Mahou Tsukai Tai! OVA,6,"['Bandai Visual', 'Triangle Staff', 'Production Reed', 'Youmex', 'Media Blasters', 'NYAV Post']","['Comedy', 'Fantasy', 'Magic', 'Romance', 'Sci-Fi']", OVA,1996,7.28
2326,Ramayana: The Legend of Prince Rama,1,['add some'],['Adventure'], Movie,1992,7.29
2327,Urayasu Tekkin Kazoku,33,"['Studio Deen', 'TBS']","['Comedy', 'Shounen']", TV,1998,7.28
2328,Sango Shou Densetsu: Aoi Umi no Elfie,1,['Nippon Animation'],"['Adventure', 'Sci-Fi']", Movie,1986,7.29
2329,Street Fighter II: The Movie,1,"['Group TAC', 'Discotek', 'Sony Music Entertainment', 'Studio Jack']","['Action', 'Martial Arts', 'Shounen']", Movie,1994,7.29
2330,Pikmin Short Movies,3,"['Nintendo Co., Ltd.']","['Fantasy', 'Kids']", Movie,2014,7.24
2331,Muteki Koujin Daitarn 3,40,['Sunrise'],"['Mecha', 'Sci-Fi']", TV,1978,7.27
2332,Toriko Movie: Bishokushin no Special Menu,1,['Toei Animation'],"['Action', 'Adventure', 'Fantasy', 'Shounen']", Movie,2013,7.29
2333,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,1,['Brains Base'],"['Comedy', 'Historical', 'Romance', 'Shoujo']", OVA,2013,7.29
2334,Aki no Kanade,1,['J.C.Staff'],"['Music', 'School', 'Slice of Life']", Movie,2015,7.28
2335,Ai Yori Aoshi: Enishi,12,"['J.C.Staff', 'Geneon Universal Entertainment', 'Rondo Robe', 'Movic', 'Cosmic Ray']","['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']", TV,2003,7.28
2336,World Trigger,  Unknown,"['Toei Animation', 'TV Asahi']","['Action', 'School', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']", TV,2014,7.29
2337,Yes! Precure 5,49,['Toei Animation'],"['Fantasy', 'Magic', 'School', 'Shoujo']", TV,2007,7.29
2338,Yugo the Negotiator,13,"['Artland', 'ADV Films', 'G&G Entertainment']","['Action', 'Drama', 'Military', 'Mystery', 'Psychological']", TV,2004,7.28
2339,BlackRock Shooter (OVA),1,"['Rakuonsha', 'Ordet', 'Good Smile Company']","['Action', 'Drama', 'School', 'Slice of Life']", OVA,2010,7.28
2340,Astro Boy (1980),52,"['Tezuka Productions', 'Nippon Television Network Corporation']","['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1980,7.28
2341,Appleseed Alpha,1,"['Sony Pictures Entertainment', 'Aniplex', 'Lucent Pictures Entertainment', 'Sola Digital Arts']","['Action', 'Adventure', 'Mecha', 'Military', 'Police', 'Sci-Fi']", Movie,2015,7.28
2342,Gakuen Utopia Manabi Straight! Special,1,"['ufotable', 'Starchild Records']","['Comedy', 'School', 'Sci-Fi', 'Slice of Life']", Special,2007,7.28
2343,Cardfight!! Vanguard,65,"['Dentsu', 'Sotsu Agency', 'TMS Entertainment', 'Sakura Create', 'Bushiroad Inc.']","['Action', 'Adventure', 'Demons', 'Game', 'Shounen']", TV,2011,7.28
2344,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,1,"['A-1 Pictures', 'Square Enix']","['Action', 'Fantasy', 'Super Power']", OVA,2009,7.28
2345,Genshiken Nidaime OVA,1,['Production I.G'],"['Comedy', 'Parody', 'Slice of Life']", OVA,2013,7.28
2346,Grander Musashi RV,39,"['Nippon Animation', 'Shogakukan Productions', 'Sotsu Agency']","['Adventure', 'Sports']", TV,1998,7.29
2347,Cyber City Oedo 808,3,"['Madhouse', 'Central Park Media', 'Japan Home Video']","['Action', 'Adventure', 'Police', 'Sci-Fi']", OVA,1990,7.28
2348,Ginga Tetsudou Monogatari,26,"['FUNimation Entertainment', 'Planet', 'Ginga Ya', 'Studio Kyuuma', 'Trilogy Future Studio']","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space']", TV,2003,7.29
2349,GA: Geijutsuka Art Design Class,12,"['AIC Plus+', 'Studio Jack']","['Comedy', 'School', 'Seinen', 'Slice of Life']", TV,2009,7.28
2350,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,1,['Toei Animation'],['Shoujo'], Special,1993,7.23
2351,Eikoku Koi Monogatari Emma: Intermission,1,['Right Stuf'],"['Drama', 'Historical', 'Romance', 'Seinen', 'Slice of Life']", Special,2007,7.23
2352,Buki yo Saraba,1,"['Sunrise', 'Sentai Filmworks']","['Action', 'Drama', 'Sci-Fi']", Movie,2013,7.23
2353,Zombie-Loan Specials,2,"['Xebec', 'NAS', 'Discotek']","['Action', 'Shounen', 'Supernatural']", Special,2008,7.24
2354,Gugure! Kokkuri-san Specials,6,['TMS Entertainment'],"['Comedy', 'Romance', 'Shounen', 'Supernatural']", Special,2014,7.24
2355,Fate/kaleid liner PrismaIllya 2wei Herz! Specials,5,"['Lantis', 'Silver Link', 'DAX Production']","['Comedy', 'Ecchi']", Special,2015,7.22
2356,Digimon Adventure 02 Movie,2,"['Toei Animation', 'Bandai Visual']","['Adventure', 'Fantasy', 'Kids', 'Sci-Fi']", Movie,2000,7.23
2357,Biohazard: Degeneration,1,"['Sony Pictures Entertainment', 'Capcom', 'Digital Frontier']","['Action', 'Horror', 'Sci-Fi']", Movie,2008,7.23
2358,Kaibutsu Oujo (OVA),3,['Tatsunoko Productions'],"['Action', 'Comedy', 'Horror', 'Shounen', 'Supernatural']", OVA,2010,7.23
2359,Kodomo no Omocha OVA,1,['J.C.Staff'],"['Comedy', 'Drama', 'School', 'Shoujo']", OVA,1995,7.23
2360,Kimi no Iru Machi OVA,2,['Gonzo'],"['Drama', 'Romance', 'Slice of Life']", OVA,2014,7.23
2361,Mamoru-kun ni Megami no Shukufuku wo!,24,['Zexcs'],"['Comedy', 'Romance', 'School']", TV,2006,7.23
2362,IS: Infinite Stratos,12,"['Lantis', 'TBS', 'Sentai Filmworks', '8bit', 'Sony Music Communications', 'Project IS', 'Sakura Create']","['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi', 'Shounen']", TV,2011,7.23
2363,Halo Legends,9,"['Bones', 'Bee Train', 'Production I.G', 'Studio 4C', 'Toei Animation', 'Casio Entertainment', 'Warner Bros.']","['Action', 'Drama', 'Military', 'Sci-Fi']", ONA,2009,7.22
2364,Lupin III: Twilight Gemini no Himitsu,1,"['VAP', 'Tokyo Movie Shinsha', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Shounen']", Movie,1996,7.23
2365,Kodomo no Jikan (TV),12,"['Lantis', 'Dream Force']","['Comedy', 'Ecchi', 'School']", TV,2007,7.23
2366,Rosario to Vampire,13,"['Gonzo', 'FUNimation Entertainment', 'Happinet Pictures', 'Atelier Musa']","['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen', 'Vampire']", TV,2008,7.23
2367,Manga Sekai Mukashibanashi,127,"['Madhouse', 'TBS', 'DAX Production']","['Adventure', 'Drama', 'Fantasy', 'Historical']", TV,1976,7.2
2368,Monkey Punch: Manga Katsudou Daishashin,12,"['WOWOW', 'TMS Entertainment']","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Parody', 'Seinen']", TV,2004,7.23
2369,Sora no Manimani,12,"['Sony Pictures Entertainment', 'Marvelous Entertainment', 'Lantis', 'Studio Comet', 'Pony Canyon', 'AT-X', 'Delphi Sound']","['Comedy', 'Romance', 'School', 'Slice of Life']", TV,2009,7.23
2370,Mobile Suit Gundam Seed C.E.73: Stargazer,3,['Sunrise'],"['Mecha', 'Military', 'Sci-Fi', 'Space']", ONA,2006,7.23
2371,Sekai Seifuku: Bouryaku no Zvezda,12,"['Aniplex', 'A-1 Pictures', 'flying DOG', 'Aniplex of America', 'Atelier Musa']","['Action', 'Comedy', 'Fantasy']", TV,2014,7.23
2372,Mekakucity Actors,12,"['Aniplex', 'Shaft', 'Aniplex of America', '1st PLACE', 'Tokyo MX']","['Comedy', 'Romance', 'Sci-Fi', 'Super Power', 'Supernatural']", TV,2014,7.23
2373,Sekirei Special,1,"['Aniplex', 'Seven Arcs', 'FUNimation Entertainment']",['Comedy'], Special,2009,7.23
2374,Aoki Ryuusei SPT Layzner,38,['Sunrise'],"['Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']", TV,1985,7.21
2375,Yankee-kun na Yamada-kun to Megane-chan to Majo,1,['LIDENFILMS'],"['Comedy', 'School', 'Shounen']", Special,2015,7.24
2376,Arabian Nights: Sindbad no Bouken (TV),52,"['Nippon Animation', 'Studio Jack']","['Adventure', 'Fantasy', 'Magic', 'Romance']", TV,1975,7.22
2377,Space Adventure Cobra,1,"['TMS Entertainment', 'Discotek']","['Action', 'Adventure', 'Sci-Fi', 'Space']", Movie,1982,7.23
2378,Yoroiden Samurai Troopers,39,"['Sunrise', 'Bandai Entertainment', 'Discotek']","['Adventure', 'Samurai', 'Sci-Fi', 'Shounen']", TV,1988,7.23
2379,Aku no Hana,13,"['Starchild Records', 'Animax', 'Kodansha', 'Zexcs', 'Sentai Filmworks', 'The Klock Worx', 'GANSIS']","['Drama', 'Psychological', 'Romance', 'School']", TV,2013,7.22
2380,Sore ga Seiyuu!,13,"['Gonzo', 'FUNimation Entertainment', 'Evil Line Records']","['Comedy', 'Slice of Life']", TV,2015,7.23
2381,Armitage III,4,"['AIC', 'FUNimation Entertainment', 'Pioneer LDC']","['Action', 'Adventure', 'Mecha', 'Police', 'Romance', 'Sci-Fi']", OVA,1995,7.22
2382,Chicchana Yukitsukai Sugar,24,"['J.C.Staff', 'Kadokawa Shoten', 'Broccoli', 'TBS', 'Pioneer LDC', 'Sentai Filmworks']","['Comedy', 'Fantasy']", TV,2001,7.22
2383,Chirin no Suzu,1,"['Sanrio', 'Discotek']","['Adventure', 'Drama', 'Fantasy']", Movie,1978,7.22
2384,Dirty Pair,24,"['Sunrise', 'Studio Nue', 'Right Stuf']","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Police', 'Sci-Fi']", TV,1985,7.22
2385,Dirty Pair: The Movie,1,"['ADV Films', 'Right Stuf', 'Atelier Musa']","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Police', 'Sci-Fi']", Movie,1987,7.22
2386,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,1,"['Production I.G', 'Bandai Entertainment']","['Comedy', 'Mecha', 'Sci-Fi']", Special,2007,7.22
2387,Hellsing: Psalm of Darkness,1,"['Gonzo', 'Pioneer LDC']","['Action', 'Seinen', 'Supernatural', 'Vampire']", Special,2000,7.22
2388,Hokuto no Ken: Raoh Gaiden Ten no Haoh,13,"['Satelight', 'Sentai Filmworks', 'Showgate']","['Action', 'Drama', 'Martial Arts']", TV,2008,7.22
2389,Jungle Taitei (1997),1,"['Madhouse', 'Mushi Productions', 'Media Blasters', 'NYAV Post']","['Adventure', 'Fantasy']", Movie,1997,7.22
2390,Mermaid Melody Pichi Pichi Pitch Pure,39,"['Actas', 'Synergy Japan']","['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']", TV,2004,7.22
2391,Maison Ikkoku: Bangaihen Ikkokujima Nanpa Shimatsuki,1,"['Kitty Films', 'Asread']","['Comedy', 'Drama', 'Romance']", OVA,1991,7.22
2392,Kiddy Grade: Ignition,1,"['Gonzo', 'Asread', 'gimik']","['Action', 'Mecha', 'Sci-Fi', 'Super Power']", Movie,2007,7.22
2393,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,1,"['Doga Kobo', 'DAX Production', 'Mikakunin de Shinkoukei Production Committee', 'TOHO animation']","['Comedy', 'Romance', 'Seinen', 'Slice of Life']", OVA,2014,7.22
2394,Kyoushoku Soukou Guyver II,6,['Animate Film'],"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']", OVA,1991,7.22
2395,MariaHolic,12,"['Shaft', 'Frontier Works', 'Genco', 'Media Factory', 'AT-X', 'Omnibus Japan', 'Sentai Filmworks']","['Comedy', 'Parody', 'School']", TV,2009,7.22
2396,Medaka Box,12,"['Gainax', 'TV Tokyo', 'Lantis', 'Media Factory', 'Sentai Filmworks', 'Asahi Production', 'Hakoniwa Academy Student Council']","['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']", TV,2012,7.22
2397,Koe de Oshigoto! The Animation,2,"['Pony Canyon', 'Media Blasters', 'Studio Gokumi']","['Comedy', 'Ecchi', 'Seinen']", OVA,2010,7.22
2398,Mushibugyou OVA,3,['Seven Arcs'],"['Action', 'Fantasy', 'Historical', 'Martial Arts', 'Samurai', 'Shounen', 'Super Power']", OVA,2014,7.21
2399,Nasu: Andalusia no Natsu,1,"['Madhouse', 'VAP', 'Telecom Animation Film', 'Oh! Production']","['Action', 'Seinen', 'Sports']", Movie,2003,7.22
2400,Red Garden,22,"['Gonzo', 'GDH', 'ADV Films', 'FUNimation Entertainment']","['Drama', 'Mystery']", TV,2006,7.25
2401,Rekka no Honoo: Final Burning,1,['add some'],"['Action', 'Adventure', 'Magic', 'Martial Arts', 'School', 'Sci-Fi', 'Super Power']", Special,2004,7.25
2402,Saishuu Heiki Kanojo: Another Love Song,2,"['Studio Fantasia', 'Touhouku Shinsha', 'CBC']","['Drama', 'Romance', 'Sci-Fi']", OVA,2005,7.25
2403,Sakura Trick,12,"['Studio Deen', 'Pony Canyon', 'TBS', 'Sentai Filmworks']","['Comedy', 'Romance', 'School', 'Seinen', 'Shoujo Ai', 'Slice of Life']", TV,2014,7.25
2404,Sanzoku no Musume Ronja,26,"['Studio Ghibli', 'NHK', 'NHK Enterprises', 'Dwango', 'Polygon Pictures']",['Adventure'], TV,2014,7.25
2405,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,1,['Kyoto Animation'],['Comedy'], Special,2014,7.25
2406,Toaru Majutsu no Index 10th Anniversary PV,1,"['J.C.Staff', 'ASCII Media Works']","['Action', 'Comedy', 'Magic', 'Sci-Fi', 'Super Power']", Special,2014,7.25
2407,Tenchi Muyou! Ryo-Ohki 2 Special,1,"['AIC', 'Pioneer LDC']","['Comedy', 'Sci-Fi', 'Shounen', 'Space']", Special,1995,7.25
2408,Tetsuwan Birdy,4,"['Madhouse', 'Bandai Visual', 'Central Park Media']","['Action', 'Comedy', 'Sci-Fi', 'Shounen']", OVA,1996,7.25
2409,Tamayura,4,"['Hal Film Maker', 'flying DOG', 'BIGLOBE']","['Comedy', 'Drama', 'Slice of Life']", OVA,2010,7.25
2410,30th Gundam Perfect Mission,1,['Sunrise'],"['Mecha', 'Sci-Fi']", OVA,2009,7.24
